conversation_history	ori_query	ori_rewrited_query	answer	unique_idx	refered_turn	candidates	plan	new_query	rewrited_query	query
['turn 1: Launch a 20-minute countdown without any pop-up messages. -> Silently started a 20-minute countdown.', 'turn 2: New contact: Francisco III, address: 789 Elm St, Gotham City. -> content://contacts/people/francisco_iii']	Show that countdown I started silently.	Show the 20-minute countdown I started silently.	{'plan': 'ACTION_SHOW_TIMERS', 'arguments': {}}	ACTION_SET_TIMER-622-ACTION_SHOW_TIMERS-1-ACTION_SHOW_TIMERS-1	1	['ACTION_EDIT_CONTACT', 'play_music', 'ACTION_SHOW_TIMERS', 'ACTION_PICK', 'ACTION_NAVIGATE_TO_LOCATION']	ACTION_SHOW_TIMERS	Show me the countdown I started silently.	Show me the 20-minute countdown I started silently.	Show me the countdwon I started silently.
"['turn 1: Need a half-hour timer. -> 30-minute timer is now running.', ""turn 2: Please send 'The server reboot is complete' to the admin at +61 2 1333 3777. -> Server reboot confirmation sent to +61213333777.""]"	Show the timer I just set.	Show the 30-minute timer I just set.	{'plan': 'ACTION_SHOW_TIMERS', 'arguments': {}}	ACTION_SET_TIMER-632-ACTION_SHOW_TIMERS-1-ACTION_SHOW_TIMERS-1	1	['ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS', 'ACTION_OPEN_DOCUMENT', 'ACTION_SHOW_TIMERS', 'ACTION_VIDEO_CAPTURE']	ACTION_SHOW_TIMERS	Show me the timer I just set.	Show me the timer I just set.	Show me the tim I just set.
['turn 1: Connect me to the lab: 555 000 1111. -> Connecting to 555 000 1111...', 'turn 2: How many alarms have I enabled? -> You currently have 3 alarms enabled: [alarm_id: 1 - 6:20 AM, Gym, alarm_id: 2 - 7:00 AM, Breakfast, alarm_id: 3 - 8:30 AM, Conference Call]']	Open my call log and highlight that entry	Open my call log and highlight the entry for 555 000 1111	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	dial-962-ACTION_VIEW_CALL_LOG-1-ACTION_VIEW_CALL_LOG-1	1	['ACTION_VIEW_CONTACT', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_CALL_LOG', 'web_search']	ACTION_VIEW_CALL_LOG	Could you open my call log and highlight that entry?	Could you open my call log and highlight the entry for 555 000 1111?	Could you open my call log and higlight that entry?
['turn 1: I want to dial +358 9 123 4567, Helsinki office. -> Dialing +358 9 123 4567...', 'turn 2: Open default camera to shoot a video. -> The video camera is now open and ready to record.']	Display the last call I placed	Display the last call I placed to +358 9 123 4567	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	dial-963-ACTION_VIEW_CALL_LOG-1-ACTION_VIEW_CALL_LOG-1	1	['ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_EDIT_VIDEO', 'ACTION_SET_RINGTONE', 'ACTION_VIEW_CALL_LOG']	ACTION_VIEW_CALL_LOG	Show me the last call I made.	Show me the last call I made to +358 9 123 4567.	Show me the last call I maed.
['turn 1: Dial +33 (1) 44 20 77 00 to reach the Paris office. -> Connecting to the Paris office at +33 (1) 44 20 77 00...', 'turn 2: Please add a new contact for Diana Prince. Her phone number is 555-1234 and her email is diana.prince@themyscira.com. -> Creating Diana Prince’s contact now—phone (555‑1234) and email are prepopulated.']	Show me the call history for that number	Show me the call history for +33 (1) 44 20 77 00	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	dial-940-web_search-1_NR-ACTION_VIEW_CALL_LOG-1	1	['open_settings', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIDEO_CAPTURE', 'ACTION_SET_RINGTONE']	ACTION_VIEW_CALL_LOG	Could you show me the call history for the Paris office number?	Could you show me the call history for +33 (1) 44 20 77 00?	Could you show me the call histry for the Paris office number?
"['turn 1: Phone the research dept at +49-221-1234567. -> Calling +49-221-1234567 now...', 'turn 2: Could you fetch my sent SMS feed? -> Fetched sent messages: Peter – ""+61 7 5550 1234"" – ""See you this weekend.""; Marketing – ""+1-212-555-0119"" – ""Campaign launched.""; Grandma – ""+44 7700 900456"" – ""Miss you!""']"	Show the call I just made	Show the call I just made to +49-221-1234567	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	dial-955-ACTION_VIEW_CALL_LOG-1-ACTION_VIEW_CALL_LOG-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_CALL_LOG', 'ACTION_SHOW_TIMERS', 'ACTION_IMAGE_CAPTURE', 'launch_application']	ACTION_VIEW_CALL_LOG	Show me the call I just made.	Show me the call to +49-221-1234567.	Show me the call I jsut made.
"['turn 1: Phone the pizza place on 448-555-0199. -> Placing a call to the pizza place at 448-555-0199...', 'turn 2: Add to my calendar: Lunch with Sarah at Cafe Roma on July 4, 2024, starting at noon for an hour and a half. We need to catch up over lunch. -> Your ""Lunch with Sarah"" is booked for July 4, 2024 at 12:00\xa0PM at Cafe Roma. Here\'s the event URI: content://calendar/event/4']"	What did my log record for that call	What did my log record for the call to 448-555-0199	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	dial-939-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIEW_CALL_LOG-1	1	['get_contact_info_from_uri', 'ACTION_VIEW_CALL_LOG', 'ACTION_IMAGE_CAPTURE', 'send_message', 'ACTION_VIEW_WEB_HISTORY']	ACTION_VIEW_CALL_LOG	What does my call log say about that call?	What does my call log say about the call to 448-555-0199?	What does my call log say bout that call?
"[""turn 1: Please change Kate's phone from 9876543210 to 0123456789 at content://contacts/people/kate_l. -> Done! Kate’s phone number has been updated to 0123456789."", 'turn 2: Could you change the company of contact content://contacts/people/steph to GameWorks and update the address to 50 Arcade Dr? -> Opening the editor for Steph (content://contacts/people/steph) with company GameWorks and address 50 Arcade Dr.']"	View her contact info	View content://contacts/people/kate_l contact info	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/kate_l'}}	ACTION_EDIT_CONTACT-67-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_CONTACT', 'send_message']	ACTION_VIEW_CONTACT	Could you show Kate’s contact information?	Could you show content://contacts/people/kate_l?	Could you show Kate’s contact infomation?
['turn 1: Fetch only email from content://org.addressbook/entries/222. -> Here’s the email for content://org.addressbook/entries/222: jane.doe@example.com.', 'turn 2: Grab web assets: HTML, CSS and JavaScript files. -> Ready to grab web assets—pick your HTML, CSS, and JS files. Multiple selection is enabled.']	View that contact	View content://org.addressbook/entries/222	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://org.addressbook/entries/222'}}	get_contact_info-1010-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_CONTACT-1	1	['ACTION_SET_ALARM', 'ACTION_EDIT_ALARM', 'ACTION_IMAGE_CAPTURE', 'launch_application', 'ACTION_VIEW_CONTACT']	ACTION_VIEW_CONTACT	Show me that contact’s details.	Show me the details for content://org.addressbook/entries/222.	Show me that contact’s detials.
"['turn 1: Create a contact for Michael Scott, job title Regional Manager, company Dunder Mifflin. -> Contact created for Michael Scott, Regional Manager at Dunder Mifflin. URI: content://contacts/people/michael_scott', ""turn 2: Schedule 'Yoga Class' for April 5, 2024 at 6:30 AM until 7:30 AM at the studio, with description 'Morning Vinyasa Flow'. -> Yoga Class (Morning Vinyasa Flow) scheduled for April\xa05,\xa02024, 6:30\xa0AM–7:30\xa0AM at the Studio. Tap to view: content://calendar/event/107""]"	Show his info	Show content://contacts/people/michael_scott info	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/michael_scott'}}	ACTION_INSERT_CONTACT-423-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['play_video', 'ACTION_OPEN_DOCUMENT', 'search_location', 'ACTION_VIEW_CONTACT', 'play_music']	ACTION_VIEW_CONTACT	Show Michael Scott’s contact info.	Show content://contacts/people/michael_scott contact info.	Show Michael Scot’s contact info.
"[""turn 1: Can you help me edit the contact content://contacts/people/mary_bell? I want to add her work email mary@bellcorp.com. -> Got it, launching Mary's contact. You can add her work email mary@bellcorp.com right away."", 'turn 2: Get the video camera ready for recording. -> Video recording mode activated.']"	Show me her updated contact details	Show me content://contacts/people/mary_bell updated contact details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/mary_bell'}}	ACTION_EDIT_CONTACT-57-send_email-1-ACTION_VIEW_CONTACT-1	1	['ACTION_SHOW_ALARMS', 'search_location', 'ACTION_VIEW_CONTACT', 'ACTION_INSERT_CONTACT', 'send_message']	ACTION_VIEW_CONTACT	Please show me Mary Bell's updated contact details.	Please show me content://contacts/people/mary_bell's updated contact details.	Please shoe me Mary Bell's updated contact details.
"['turn 1: Add Oprah Winfrey: contact her at oprah@own.com, site www.oprah.com. -> Oprah Winfrey added successfully. URI: content://contacts/people/oprah_winfrey', ""turn 2: I'd like to add Natasha Romanoff, with email natasha@shield.gov, company Shield, note 'Black Widow agent'. -> Contact for Natasha\xa0Romanoff created: content://contacts/people/natasha_romanoff""]"	View her contact entry	View contact entry for content://contacts/people/oprah_winfrey	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/oprah_winfrey'}}	ACTION_INSERT_CONTACT-428-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_VIEW_CONTACT-1	1	['play_video', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_EVENT', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_CONTACT']	ACTION_VIEW_CONTACT	Show Oprah Winfrey's contact entry	Show content://contacts/people/oprah_winfrey contact entry	Show Oprah Winfrey's contatc entry
"[""turn 1: Create a calendar entry for 'Board Meeting' on November 8, 2024, 9:30 AM to 12:00 PM at Headquarters, details: 'Quarterly board review'. -> Done! ‘Board Meeting’ (Quarterly board review) is set for November 8, 2024, 9:30\xa0AM–12:00\xa0PM at Headquarters. View it here: content://calendar/event/3"", ""turn 2: Please set up a webinar titled 'Cybersecurity Essentials' on July 22, 2024 from 10:00 to 11:15 AM, described as 'Basics of online protection'. -> Webinar 'Cybersecurity Essentials' is all set for July\xa022,\xa02024, 10:00\xa0AM–11:15\xa0AM (Basics of online protection). Link: content://calendar/event/108""]"	Display the details of that board meeting.	Display the details of the board meeting content://calendar/event/3	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/3'}}	ACTION_INSERT_EVENT-458-ACTION_NAVIGATE_TO_LOCATION-1-ACTION_VIEW_EVENT-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_INSERT_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_EVENT']	ACTION_VIEW_EVENT	Show me the details of that board meeting.	Show me the details of event content://calendar/event/3	Show me the detials of that board meeting.
"[""turn 1: Please add a call with vendor labeled 'Supplier Negotiation' on May 28, 2024 at 3PM for an hour. Description: Price review. -> Supplier Negotiation call (Price review) set for May\xa028,\xa02024 3:00\xa0PM–4:00\xa0PM. Added to your calendar: content://calendar/event/9"", 'turn 2: Can you help me choose an email from one of my contacts, please? -> Pulling up your contacts now—please choose the email address you need.']"	Open that Supplier Negotiation event.	Open the event content://calendar/event/9.	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/9'}}	ACTION_INSERT_EVENT-484-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_VIEW_EVENT-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_PICK', 'ACTION_VIEW_EVENT', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_VIDEO_CAMERA']	ACTION_VIEW_EVENT	Could you please open the Supplier Negotiation event?	Could you please open the event content://calendar/event/9?	Could you pleae open the Supplier Negotiation event?
"['turn 1: Schedule \'Thanksgiving Dinner\' on November 22, 2024 from 11:00 AM to 1:00 PM at Mom\'s House for a family gathering. -> Your ""Thanksgiving Dinner"" is confirmed for November 22, 2024 at 11:00\xa0AM at Mom’s House. Tap here for details: content://calendar/event/8', ""turn 2: Bring me the device's camera to snap a photo. -> Camera ready—go ahead and take that shot!""]"	Please display that dinner event.	Please display the Thanksgiving Dinner event content://calendar/event/8	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/8'}}	ACTION_INSERT_EVENT-443-ACTION_VIEW_EVENT-1-ACTION_VIEW_EVENT-1	1	['ACTION_OPEN_DOCUMENT', 'get_contact_info_from_uri', 'ACTION_VIEW_EVENT', 'send_email', 'ACTION_EDIT_DOCUMENT']	ACTION_VIEW_EVENT	Could you show me the details of that dinner event?	Could you show me the details of the November 22, 2024 11:00 AM–1:00 PM Thanksgiving Dinner at Mom’s House event?	Could you show me the details of that diner event?
"[""turn 1: Add an online meeting 'Marketing Sync' on June 25, 2024 9:00–9:45 AM. Details: Weekly team alignment. Platform: Zoom. -> ‘Marketing Sync’ has been added for June 25, 2024, 9:00\xa0AM–9:45\xa0AM on Zoom. You can find it here: content://calendar/event/1007"", ""turn 2: Text Emily on WhatsApp at +1-202-555-0191: 'Happy birthday! 🎉🎂' -> WhatsApp message sent to +1-202-555-0191.""]"	I'd like to see the details of that event.	I'd like to see the details of the event content://calendar/event/1007	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/1007'}}	ACTION_INSERT_EVENT-472-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_VIEW_EVENT-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_EVENT', 'ACTION_OPEN_CONTENT', 'ACTION_GET_RINGTONE']	ACTION_VIEW_EVENT	Could you show me the details of that event?	Could you show me the details off content://calendar/event/1007?	Could you show me the details off that event?
"[""turn 1: Create a calendar entry for 'Board Meeting' on November 8, 2024, 9:30 AM to 12:00 PM at Headquarters, details: 'Quarterly board review'. -> Done! ‘Board Meeting’ (Quarterly board review) is set for November 8, 2024, 9:30\xa0AM–12:00\xa0PM at Headquarters. View it here: content://calendar/event/3"", 'turn 2: Show me the most recent outgoing text threads. -> Latest sent messages: Alice – ""Happy Birthday!""; Bob +1-202-555-0147 – ""Meeting rescheduled to 3pm""; Mom +82-3512-0000 – ""I\'m on my way""; John – ""Don\'t forget the report.""']"	Open that calendar event.	Open the calendar event content://calendar/event/3	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/3'}}	ACTION_INSERT_EVENT-458-ACTION_VIEW_EVENT-1-ACTION_VIEW_EVENT-1	1	['ACTION_INSERT_CONTACT', 'ACTION_GET_RINGTONE', 'ACTION_PICK', 'ACTION_VIEW_EVENT', 'web_search']	ACTION_VIEW_EVENT	Could you open the 'Board Meeting' calendar event?	Could you open content://calendar/event/3?	Could you open the 'Board Meeting' calender event?
['turn 1: Please start playing on the default player. -> Alright, launching your default music player now.', 'turn 2: Pick one ZIP archive for extraction. -> Please pick a ZIP archive to extract.']	What playlist is playing on the default music player?	View playlist 'Default Player'	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Default Player'}}	play_music-1401-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['send_email', 'ACTION_VIEW_EVENT', 'ACTION_IMAGE_CAPTURE', 'send_message', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_PLAYLIST	Which playlist is currently playing on the default music player?	"View playlist ""Default"""	Which playlist is currently playng on the default music player?
"[""turn 1: Play the song 'Hey Jude' by The Beatles. -> All set! Now playing: Hey Jude - The Beatles."", 'turn 2: Grab multiple image files, including any photo formats. -> Select multiple images, including any photo formats.']"	What songs are in my 'Beatles Best Of' playlist?	View playlist 'Beatles Best Of'	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Beatles Best Of'}}	play_music-1384-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_SHOW_TIMERS', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_PLAYLIST	What songs are on my 'Beatles Best Of' playlist?	What songs are Our on my 'Beatles Best Of' playlist?	What songs our on my 'Beatles Best Of' playlist?
"[""turn 1: I'd like to listen to 'Hotel California' by The Eagles on Apple Music tonight. Could you play it? -> Tuning into Hotel California by The Eagles on Apple Music."", 'turn 2: Please set up Ada Lovelace with email ada@lovelace.org and address 42 Computer Ave. -> Ada Lovelace has been added to your address book with her email and address. You can view her contact here: content://contacts/people/ada_lovelace']"	What songs are in that playlist?	View playlist 'Hotel California'	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Hotel California'}}	play_music-1353-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_PLAYLIST-1	1	['ACTION_GET_CONTENT', 'dial', 'ACTION_VIEW_PLAYLIST', 'ACTION_PICK', 'ACTION_VIDEO_CAPTURE']	ACTION_VIEW_PLAYLIST	What songs are on this playlist?	View playlist 'Hotel California'	What songs are on this plalist?
['turn 1: Start playing music on YouTube Music. -> Getting YouTube Music ready for you.', 'turn 2: Open my Bluetooth preferences pane. -> Bluetooth preferences pane is now accessible.']	Show me my 'Chill Vibes' playlist	View playlist 'Chill Vibes'	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Chill Vibes'}}	play_music-1360-ACTION_SHOW_TIMERS-1_NR-ACTION_VIEW_PLAYLIST-1	1	['dial', 'web_search', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_EVENT', 'ACTION_EDIT_VIDEO']	ACTION_VIEW_PLAYLIST	Show me my Chill Vibes playlist.	View playlist “Chill Vibes”	Show me my Chill Vibes playist.
"[""turn 1: I'd like to hear 'Bohemian Rhapsody' by Queen. -> Absolutely, playing 'Bohemian Rhapsody' by Queen."", 'turn 2: Please let me choose a phone number from my contacts so I can make a call. -> Absolutely. Tap the contact whose phone number you want.']"	Show me my playlist containing this song.	View playlist 'Queen'	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Queen'}}	play_music-1368-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['open_settings', 'get_contact_info', 'ACTION_EDIT_DOCUMENT', 'play_music', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_PLAYLIST	Show me my playlists that include this song.	View playlists including 'Bohemian Rhapsody'	Show me my playlists that include this son.
['turn 1: Please run the Calendar app and show me today’s events. -> Calendar has been launched successfully. Here’s today’s agenda.', 'turn 2: Please store contact info: Gina Torres, jobTitle: Actress, company: Firefly Productions. -> content://contacts/people/gina_torres']	Display apps opened just now.	View recent apps	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1511-ACTION_VIEW_RECENT_APPS-1-ACTION_VIEW_RECENT_APPS-2	1	['ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_CONTACT', 'open_settings', 'ACTION_VIEW_RECENT_APPS', 'ACTION_CREATE_DOCUMENT']	ACTION_VIEW_RECENT_APPS	Show me the apps I just opened.	View recent apps	Show me the apps I just open.
['turn 1: Open Microsoft Excel for some spreadsheet work. -> Microsoft Excel launched successfully. You can start editing your sheets.', 'turn 2: Search for the location of Uluru in Australia. -> Here’s Uluru (Ayers Rock): Northern Territory 0872, Australia.']	List the apps I used recently.	View recent apps	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1508-ACTION_VIEW_RECENT_APPS-1-ACTION_VIEW_RECENT_APPS-3	1	['send_email', 'dial', 'ACTION_VIEW_RECENT_APPS', 'ACTION_PICK', 'ACTION_GET_RINGTONE']	ACTION_VIEW_RECENT_APPS	Show me the apps I’ve used recently.	View recent apps	Show me the aps I’ve used recently.
['turn 1: Start the Photos app so I can view recent shots. -> Photos app launched. View your recent shots now.', 'turn 2: Can you help me pick someone in my contact list? -> Sure—pulling up your contacts so you can choose someone.']	Which apps have I opened recently?	View recent apps	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1494-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_RECENT_APPS-11	1	['ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_RECENT_APPS', 'ACTION_INSERT_EVENT', 'ACTION_NAVIGATE_TO_LOCATION', 'send_email']	ACTION_VIEW_RECENT_APPS	Which apps have I used recently?	View recent apps	Which apps have I used recetly?
"['turn 1: Start the Calculator app; I have some quick math to do. -> Calculator launched. Ready for your calculations.', ""turn 2: Set up 'Gardening Meetup' June 8, 2024 at 10 AM to 12 PM at Community Garden, details: Planting season prep. -> Gardening Meetup (Planting season prep) scheduled for June\xa08,\xa02024 from 10:00\xa0AM to 12:00\xa0PM at Community Garden. Event URI: content://calendar/event/10""]"	Show me my recently used apps.	View recent apps	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1464-ACTION_VIEW_RECENT_APPS-1-ACTION_VIEW_RECENT_APPS-4	1	['ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT', 'play_music', 'ACTION_VIEW_RECENT_APPS', 'send_email']	ACTION_VIEW_RECENT_APPS	Show me the apps I’ve used recently.	View recent apps	Show me the apss I’ve used recently.
['turn 1: Launch Microsoft Word, please. -> Microsoft Word is now open and ready for you.', 'turn 2: Check the phone’s call history for me. -> Call log: Alice +1-302-3782 (Missed) - Today 2:45 PM; Bob +1-872-1285 (Outgoing) - Yesterday 1:15 PM; Carol +1-415-555-1234 (Incoming) - Today 9:05 AM']	Display my recent apps list.	View recent apps	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1507-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIEW_RECENT_APPS-6	1	['ACTION_VIEW_CALL_LOG', 'ACTION_VIDEO_CAPTURE', 'ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_EVENT', 'ACTION_EDIT_ALARM']	ACTION_VIEW_RECENT_APPS	Show me my recent apps.	Show me my recent abs from Microsoft Word.	Show me my recent abs.
"[""turn 1: I want to dispatch an email to contact@vendor.org with subject 'RFQ Submission' and attach file:///rfq.docx and file:///pricing.xlsx. -> RFQ Submission email sent to contact@vendor.org with both RFQ and pricing files attached."", 'turn 2: Please set up a contact called James Bond with email james.bond@mi6.co.uk and phone +44 20 7946 0958. -> content://contacts/people/james_bond']"	Could you display my sent emails?	Display my sent emails	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	send_email-1225-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_SENT_EMAILS-1	1	['get_contact_info', 'ACTION_GET_RINGTONE', 'ACTION_OPEN_CONTENT', 'send_email', 'ACTION_VIEW_SENT_EMAILS']	ACTION_VIEW_SENT_EMAILS	Could you show me the emails I’ve sent?	Could you show me the emails I’ve sent?	Could you show me the emials I’ve sent?
"[""turn 1: Kindly email subscribe@newsletter.com with subject 'Please subscribe me' and no body. -> Subscription request sent to subscribe@newsletter.com with the subject 'Please subscribe me'."", 'turn 2: Capture a quick video snippet to content://snippets/clip.mp4. -> Recording a quick snippet—saving it to content://snippets/clip.mp4.']"	Open my sent mail folder.	Open sent emails	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	send_email-1221-ACTION_VIEW_SENT_EMAILS-1-ACTION_VIEW_SENT_EMAILS-1	1	['send_message', 'ACTION_PICK', 'send_email', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_SET_RINGTONE']	ACTION_VIEW_SENT_EMAILS	Open my Sent Mail folder.	Open Centcom Inc.'s mail folder'	Open my cent Mail folder.
['turn 1: Forward the chain mail file:///chain.eml to friend@domain.com. -> Chain mail forwarded to friend@domain.com with your attachment.', 'turn 2: Please pick a PDF document. -> PDF document selected:\n- content://docs/reports/annual_report.pdf']	Show me the emails I've recently sent.	View sent emails	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	send_email-1238-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIEW_SENT_EMAILS-6	1	['ACTION_VIEW_SENT_EMAILS', 'web_search', 'ACTION_SHOW_TIMERS', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_EVENT']	ACTION_VIEW_SENT_EMAILS	Show me my recently sent emails	View recent emails	Show me my recenlty sent emails
['turn 1: Dispatch to newsletter@info.com weekly update, attach file:///update.docx. -> Your weekly update has been sent to newsletter@info.com with the attached document.', 'turn 2: Open up content://contacts/people/1058, please. -> content://contacts/people/1058']	Show that email I sent to newsletter@info.com with the attached weekly update.	Show the email sent to newsletter@info.com with the attached weekly update.	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	send_email-1236-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_SENT_EMAILS-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_INSERT_CONTACT', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_SENT_EMAILS	Show me the email I sent to newsletter@info.com with the weekly update attached.	Show me the email sent to newsletter@info.com with the weekly update attached.	Show me the email I sent to newsletter@info.com with the wekly update attached.
"[""turn 1: I want to dispatch an email to contact@vendor.org with subject 'RFQ Submission' and attach file:///rfq.docx and file:///pricing.xlsx. -> RFQ Submission email sent to contact@vendor.org with both RFQ and pricing files attached."", ""turn 2: Let's ring up my colleague on +61-3-9012-3456. -> Initiating call to +61-3-9012-3456...""]"	List the emails I've sent recently	List recently sent emails	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	send_email-1225-ACTION_VIEW_SENT_EMAILS-1-ACTION_VIEW_SENT_EMAILS-1	1	['get_contact_info_from_uri', 'ACTION_VIEW_SENT_EMAILS', 'send_message', 'play_video', 'ACTION_VIEW_PLAYLIST']	ACTION_VIEW_SENT_EMAILS	Could you show me the emails I've sent recently?	View sent emails	Could you shoe me the emails I've sent recently?
"[""turn 1: Tell the on-call doctor at +1-617-555-0199: 'Patient in room 210 needs vital check.' -> Message delivered to the on-call doctor at +16175550199."", ""turn 2: Please create a TSV file called records.tsv. -> Your TSV file 'records.tsv' is ready for use at content://documents/records.tsv.""]"	Show the message delivered to the on-call doctor and any other sent texts.	Show the message delivered to the on-call doctor at +1-617-555-0199 and any other sent texts.	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	send_message-1285-ACTION_VIEW_SENT_MESSAGES-1-ACTION_VIEW_SENT_MESSAGES-1	1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_OPEN_CONTENT', 'ACTION_INSERT_EVENT', 'launch_application', 'ACTION_GET_CONTENT']	ACTION_VIEW_SENT_MESSAGES	Could you please show me the message that was delivered to the on-call doctor, as well as any other text messages that were sent?	Could you please show me the message that was delivered to the on-call doctor at +1-617-555-0199, as well as any other text messages that were sent?	Could you please show me the messege that was delivered to the on-call doctor, as well as any other text messages that were sent?
