conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"[""turn 1: Could you register a 'Team Offsite' on September 27, 2024 from 8:00 AM until 5:00 PM at Mountain Resort, description: Team-building activities. -> Your Team Offsite is scheduled for September\xa027,\xa02024 from 8:00\xa0AM to 5:00\xa0PM at Mountain Resort (Team‑building activities). Event saved: content://calendar/event/8"", ""turn 2: Can you search for global political events happening this week? -> Here are the top results for 'global political events this week': international summits in Brussels, national elections in Spain, UN climate talks, and regional peace negotiations in Africa.""]"	Email that Team Offsite details to leads@company.com	Email Team Offsite on September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort to leads@company.com	{'plan': 'send_email', 'arguments': {'to': 'leads@company.com', 'body': 'Team Offsite on September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort'}}	ACTION_INSERT_EVENT-483-web_search-1_NR-send_email-1	1	['ACTION_INSERT_EVENT', 'ACTION_GET_CONTENT', 'send_email', 'dial', 'launch_application']
"[""turn 1: Create a calendar entry for 'Board Meeting' on November 8, 2024, 9:30 AM to 12:00 PM at Headquarters, details: 'Quarterly board review'. -> Done! ‘Board Meeting’ (Quarterly board review) is set for November 8, 2024, 9:30\xa0AM–12:00\xa0PM at Headquarters. View it here: content://calendar/event/3"", 'turn 2: Get directions to Headquarters -> Kickstarting navigation: navigation is started in a maps application: Headquarters.']"	Could you email these meeting details to board@hq.com?	Could you email the 'Board Meeting' details for November 8, 2024, 9:30 AM–12:00 PM at Headquarters to board@hq.com?	"{'plan': 'send_email', 'arguments': {'to': 'board@hq.com', 'body': '""Board Meeting"" on November 8, 2024, from 9:30 AM to 12:00 PM at Headquarters.'}}"	ACTION_INSERT_EVENT-458-ACTION_NAVIGATE_TO_LOCATION-1-send_email-1	1	['ACTION_INSERT_CONTACT', 'send_email', 'ACTION_SET_TIMER', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_CALL_LOG']
['turn 1: Pick out a postal address from my contacts for me. -> Displaying your contacts’ mailing addresses—select the one you need.', 'turn 2: Text that contact asking them to confirm their mailing address. -> Your request to confirm the mailing address has been sent to that contact.']	Send an email to that email address with the selected mailing address in the body and subject 'Address Confirmation'.	Send an email to emily@example.com with the selected mailing address in the body and subject 'Address Confirmation'.	{'plan': 'send_email', 'arguments': {'to': 'emily@example.com', 'subject': 'Address Confirmation', 'body': 'selected mailing address'}}	ACTION_PICK-494-send_message-1-send_email-1	1	['send_message', 'web_search', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_NAVIGATE_TO_LOCATION', 'send_email']
['turn 1: Film a demonstration and store at content://media/demos/demo.mov. -> Demonstration recorded successfully: content://media/demos/demo.mov.', 'turn 2: Trim content://media/demos/demo.mov to start at 5 seconds and end at 60 seconds -> Got it—your demo from 5s to 60s is available here: content://media/demos/demo_trim5-60s.mov']	Attach that demonstration video and email it to client@example.com with subject 'Demonstration'	Attach content://media/demos/demo.mov and email it to client@example.com with subject 'Demonstration'	{'plan': 'send_email', 'arguments': {'to': 'client@example.com', 'subject': 'Demonstration', 'attachments': ['content://media/demos/demo.mov']}}	ACTION_VIDEO_CAPTURE-711-ACTION_EDIT_VIDEO-1-send_email-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'send_email', 'ACTION_VIEW_EVENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER']
['turn 1: Record a presentation and save it at content://presentations/pres1.mp4. -> Opening camera to record your presentation now—video will be stored at content://presentations/pres1.mp4.', 'turn 2: Trim content://presentations/pres1.mp4 to start at 15 seconds and end at 2 minutes -> Presentation clip trimmed from 15\xa0s to 2\xa0min. Saved as content://presentations/pres1_trimmed.mp4.']	Email that presentation video to mary@company.com with subject 'Presentation Recording' and body 'Please take a look.'	Email content://presentations/pres1.mp4 to mary@company.com with subject 'Presentation Recording' and body 'Please take a look.'	{'plan': 'send_email', 'arguments': {'to': 'mary@company.com', 'subject': 'Presentation Recording', 'body': 'Please take a look.', 'attachments': ['content://presentations/pres1.mp4']}}	ACTION_VIDEO_CAPTURE-748-ACTION_EDIT_VIDEO-1-send_email-1	1	['ACTION_GET_CONTENT', 'send_message', 'ACTION_VIEW_SENT_MESSAGES', 'send_email', 'ACTION_EDIT_CONTACT']
"['turn 1: Please create a PDF invoice named Invoice_March2024.pdf. -> Invoice_March2024.pdf has been created successfully at content://documents/Invoice_March2024.pdf.', ""turn 2: Append payment terms to content://documents/Invoice_March2024.pdf at the end of the document. -> All set! I've opened Invoice_March2024.pdf, appended the payment terms at the end, and it’s ready for your review here: content://documents/Invoice_March2024.pdf.""]"	Edit that PDF invoice to add our company logo at the top.	Edit content://documents/Invoice_March2024.pdf to add our company logo at the top.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/Invoice_March2024.pdf', 'content': 'Add our company logo at the top.'}}	ACTION_CREATE_DOCUMENT-15-ACTION_EDIT_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1	1	['search_location', 'send_message', 'ACTION_VIEW_CALL_LOG', 'ACTION_PICK', 'ACTION_EDIT_DOCUMENT']
"[""turn 1: Create a ZIP archive with the filename archive.zip. -> Archive 'archive.zip' created successfully. Download it here: content://archives/archive.zip"", 'turn 2: Open content://archives/archive.zip. -> Opening archive file at content://archives/archive.zip.']"	Edit that ZIP to include a README.md file explaining its contents.	Edit content://archives/archive.zip to include a README.md file explaining its contents.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://archives/archive.zip', 'content': 'Include a README.md file explaining its contents'}}	ACTION_CREATE_DOCUMENT-40-ACTION_OPEN_CONTENT-1-ACTION_EDIT_DOCUMENT-1	1	['send_email', 'ACTION_IMAGE_CAPTURE', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_DOCUMENT', 'play_video']
"[""turn 1: Generate a GIF animation file named animation.gif. -> All set! Your GIF 'animation.gif' is ready at content://documents/animation.gif"", ""turn 2: Play content://documents/animation.gif now -> Displaying 'animation.gif' from content://documents/animation.gif.""]"	Edit that GIF to add a watermark of the company logo.	Edit content://documents/animation.gif to add a watermark of the company logo.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/animation.gif', 'content': 'Add a watermark of the company logo'}}	ACTION_CREATE_DOCUMENT-32-ACTION_OPEN_CONTENT-1-ACTION_EDIT_DOCUMENT-1	1	['ACTION_VIEW_PLAYLIST', 'play_music', 'ACTION_EDIT_DOCUMENT', 'search_location', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: Kindly create an Excel spreadsheet titled Budget.xlsx. -> Your new spreadsheet 'Budget.xlsx' has been created. You can access it here: content://documents/Budget.xlsx"", 'turn 2: Email content://documents/Budget.xlsx to finance@company.com with a quick note summarizing the budget. -> Budget summary sent! Your email is on its way to finance@company.com.']"	Edit that spreadsheet to pre-fill the months in the top row.	Edit content://documents/Budget.xlsx to pre-fill the months in the top row.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/Budget.xlsx', 'content': 'Pre-fill the months in the top row'}}	ACTION_CREATE_DOCUMENT-31-send_email-1-ACTION_EDIT_DOCUMENT-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_WEB_HISTORY']
"['turn 1: Please create a PDF invoice named Invoice_March2024.pdf. -> Invoice_March2024.pdf has been created successfully at content://documents/Invoice_March2024.pdf.', ""turn 2: Launch the system's still image capture application now. -> Camera launched in still-image mode—snap away!""]"	Edit that PDF to insert our company logo at the top of the first page.	Edit content://documents/Invoice_March2024.pdf to insert our company logo at the top of the first page.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/Invoice_March2024.pdf', 'content': 'Insert our company logo at the top of the first page'}}	ACTION_CREATE_DOCUMENT-15-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_SHOW_ALARMS', 'dial', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_TIMER']
"[""turn 1: Please create a BMP image named canvas.bmp. -> Your BMP image 'canvas.bmp' has been saved. Access it via content://documents/canvas.bmp"", ""turn 2: Show me content://documents/canvas.bmp -> Displaying BMP image 'canvas.bmp' at content://documents/canvas.bmp.""]"	Add a grid overlay to that BMP image.	Add a grid overlay to content://documents/canvas.bmp.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/canvas.bmp', 'content': 'Add a grid overlay.'}}	ACTION_CREATE_DOCUMENT-34-ACTION_OPEN_CONTENT-1-ACTION_EDIT_DOCUMENT-1	1	['ACTION_SET_TIMER', 'search_location', 'ACTION_EDIT_DOCUMENT', 'launch_application', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: Make sure Rebecca's contact at content://contacts/people/rebecca includes the address 5 Broadway St, her company Broadway Inc, and email rebecca@broadway.com. -> Rebecca’s contact has been enriched with all the details—Address: 5 Broadway St, Company: Broadway Inc, Email: rebecca@broadway.com. (URI: content://contacts/people/rebecca)"", 'turn 2: What timers are currently counting down on my device? -> Here are your active timers:\n• 7 minutes left on Laundry\n• 12 minutes left on Meditation\n• 3 minutes left on Tea steeping']"	Show me that contact's details.	Show me content://contacts/people/rebecca contact's details.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/rebecca'}}	ACTION_EDIT_CONTACT-109-ACTION_SHOW_TIMERS-1_NR-ACTION_VIEW_CONTACT-1	1	['ACTION_EDIT_ALARM', 'web_search', 'ACTION_VIEW_CONTACT', 'open_settings', 'ACTION_EDIT_DOCUMENT']
['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', 'turn 2: Add company info to content://contacts/people/carlos_mendoza: Acme Corp. -> All set! Carlos Mendoza’s company is now listed as Acme Corp. View the update at content://contacts/people/carlos_mendoza']	Show his contact details	Show content://contacts/people/carlos_mendoza contact details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/carlos_mendoza'}}	ACTION_INSERT_CONTACT-404-ACTION_EDIT_CONTACT-1-ACTION_VIEW_CONTACT-2	1	['ACTION_VIEW_CONTACT', 'ACTION_PICK', 'ACTION_EDIT_VIDEO', 'send_message', 'ACTION_INSERT_CONTACT']
"[""turn 1: I want to save Hannah Davis, email hannah.davis@wellness.com, note 'Yoga instructor'. -> Added Hannah Davis (Yoga instructor) to your contacts. Reference: content://contacts/people/hannah_davis"", 'turn 2: Show content://contacts/people/hannah_davis contact card -> Displaying Hannah Davis’s contact details: content://contacts/people/hannah_davis']"	View her contact details	View content://contacts/people/hannah_davis contact details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/hannah_davis'}}	ACTION_INSERT_CONTACT-422-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'ACTION_SET_ALARM', 'ACTION_SET_TIMER', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_EDIT_DOCUMENT']
"['turn 1: Insert Sarah Connor with phone 610-555-1212, email sarah.connor@resistance.net. -> Sarah Connor’s contact entry is live! content://contacts/people/sarah_connor', ""turn 2: Need a dialog to choose a PDF document; I'm only selecting one file. -> Understood—opening the PDF selector. Please pick the single document you want.""]"	Show her full profile	Show content://contacts/people/sarah_connor full profile	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/sarah_connor'}}	ACTION_INSERT_CONTACT-426-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_CONTACT', 'send_message', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_RINGTONE']
"[""turn 1: What's the phone number for the contact with URI content://contacts/people/1011? -> The phone number for contact 1011 is (555) 321-4321."", 'turn 2: Call (555) 321-4321 -> Dialing (555) 321-4321...']"	Open that contact	Open content://contacts/people/1011	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1011'}}	get_contact_info-971-dial-1-ACTION_VIEW_CONTACT-1	1	['ACTION_SHOW_ALARMS', 'ACTION_GET_CONTENT', 'search_location', 'ACTION_VIEW_CONTACT', 'ACTION_IMAGE_CAPTURE']
['turn 1: I want to see what information exists for content://org.addressbook/entries/120. -> Here’s what I found for entry 120:\nName: Liam Smith\nPhone: 415‑555‑6677\nEmail: liam.smith@org.addressbook.com\nAddress: 300 Bay St, San Francisco, CA', 'turn 2: Open content://org.addressbook/entries/120 -> Showing details for Liam Smith:\nPhone: 415‑555‑6677\nEmail: liam.smith@org.addressbook.com\nAddress: 300 Bay St, San Francisco, CA']	Open this contact's details	Open content://org.addressbook/entries/120	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://org.addressbook/entries/120'}}	get_contact_info-1003-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_SET_ALARM', 'ACTION_VIEW_CONTACT', 'send_email', 'ACTION_IMAGE_CAPTURE', 'get_contact_info']
['turn 1: Give me the address of content://contacts/people/9988. -> The address is 123 Main St, Springfield, IL 62704.', 'turn 2: Open content://contacts/people/9988 -> Loading contact content://contacts/people/9988. Address on file: 123 Main St, Springfield, IL 62704. Additional details are displayed now.']	Show me the full contact details	Show me the full contact details for content://contacts/people/9988	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/9988'}}	get_contact_info-1020-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_CONTACT', 'ACTION_INSERT_EVENT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_TIMERS']
"['turn 1: Provide me the address details of contact content://contacts/people/333. -> Sure thing! The address for content://contacts/people/333 is 123 Maple Street, Springfield, IL 62704.', ""turn 2: Show me content://contacts/people/333's full details -> Here's the contact information for content://contacts/people/333. Address: 123 Maple Street, Springfield, IL 62704. Check out the rest of the details above.""]"	Display all information for that contact	Display all information for content://contacts/people/333	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/333'}}	get_contact_info-1008-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_EVENT', 'send_message', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_WEB_HISTORY']
['turn 1: Access content://contacts/people/777 and return all details. -> All details for content://contacts/people/777:\nName: Sarah Lee\nPhone: (310) 555-7890\nEmail: sarah.lee@company.com\nAddress: 321 Elm Street, Beverly Hills, CA 90212.', 'turn 2: View content://contacts/people/777 -> Showing all details for content://contacts/people/777:\nName: Sarah Lee\nPhone: (310) 555-7890\nEmail: sarah.lee@company.com\nAddress: 321 Elm Street, Beverly Hills, CA 90212']	Bring up full info for that record.	Bring up full info for content://contacts/people/777.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/777'}}	get_contact_info-1013-ACTION_VIEW_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'send_message', 'search_location', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_RECENT_APPS']
"['turn 1: Fetch full details for this contact: content://com.app.addressbook/contacts/555 -> Full profile:\n• Name: Emma Johnson\n• Phone: 555-555-5555\n• Email: emma.johnson@appbook.com\n• Address: 789 Maple Ave, Lakeview, MN 56098', ""turn 2: Navigate to 789 Maple Ave, Lakeview, MN 56098 -> Your route to 789 Maple Ave, Lakeview, MN 56098 is ready. Let's go!""]"	Open it	Open content://com.app.addressbook/contacts/555	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://com.app.addressbook/contacts/555'}}	get_contact_info-972-search_location-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_CONTACT', 'ACTION_GET_CONTENT', 'ACTION_VIEW_WEB_HISTORY']
['turn 1: Give me a summary of the contact at content://contacts/people/42. -> Here’s what I found:\n• Name: Michael Lee\n• Phone: 555-987-6543\n• Email: michael.lee42@example.com\n• Address: 321 Oak St, Centerville, OH 45459', 'turn 2: Call 555-987-6543 -> Placing a call to 555-987-6543...']	Show me the full contact card	Show me the full contact card for content://contacts/people/42	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/42'}}	get_contact_info-970-dial-1-ACTION_VIEW_CONTACT-1	1	['get_contact_info', 'ACTION_VIEW_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIDEO_CAPTURE', 'ACTION_GET_CONTENT']
['turn 1: Add Keira Knightley, phone 555-0001, address 22 Baker Street. -> All set! Keira Knightley has been added: content://contacts/people/keira_knightley', 'turn 2: Open content://contacts/people/keira_knightley contact details -> Here’s Keira Knightley’s contact card: content://contacts/people/keira_knightley']	Ring her mobile	Ring 555-0001	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	ACTION_INSERT_CONTACT-421-ACTION_VIEW_CONTACT-1-dial-1	1	['ACTION_VIEW_CONTACT', 'ACTION_VIEW_EVENT', 'ACTION_OPEN_CONTENT', 'ACTION_CREATE_DOCUMENT', 'dial']
['turn 1: Set up a record for Will Smith at Bel-Air Productions, phone 415-333-1212. -> Will Smith’s contact added. See content://contacts/people/will_smith', 'turn 2: Open content://contacts/people/will_smith details -> Loading Will Smith’s contact information: content://contacts/people/will_smith']	Call him now	Call 415-333-1212 now	{'plan': 'dial', 'arguments': {'phone_number': '415-333-1212'}}	ACTION_INSERT_CONTACT-427-ACTION_VIEW_CONTACT-1-dial-1	1	['ACTION_VIEW_RECENT_APPS', 'web_search', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'dial']
"['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', ""turn 2: Show content://contacts/people/carlos_mendoza info -> Carlos Mendoza's contact info is displayed (content://contacts/people/carlos_mendoza).""]"	Dial that number.	Dial 333-222-1111.	{'plan': 'dial', 'arguments': {'phone_number': '333-222-1111'}}	ACTION_INSERT_CONTACT-404-ACTION_VIEW_CONTACT-1-dial-1	1	['ACTION_VIEW_SENT_EMAILS', 'INTENT_ACTION_VIDEO_CAMERA', 'dial', 'ACTION_VIDEO_CAPTURE', 'play_music']
"[""turn 1: Show me what's listed in content://contacts/people/1024. -> Displaying record:\nName: Liam Martin\nPhone: (555) 789-0123\nEmail: liam.martin@example.io\nURI: content://contacts/people/1024"", 'turn 2: Need to acquire the email address for the contact at /contacts/lily-email. -> Lily’s email address at /contacts/lily-email is lily.adams@example.net.']"	Call him	Call (555) 789-0123	{'plan': 'dial', 'arguments': {'phone_number': '(555) 789-0123'}}	ACTION_VIEW_CONTACT-776-get_contact_info-1_NR-dial-1	1	['web_search', 'ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_VIEW_CALL_LOG', 'ACTION_EDIT_VIDEO']
"['turn 1: I need the contact profile tied to content://contacts/people/1011. -> Here is the profile tied to content://contacts/people/1011:\nName: Isabella Taylor\nPhone: 555-0111\nEmail: isabella.taylor@example.com', ""turn 2: Set up the ringtone with URI content://media/pulse_tune for my incoming calls. -> Success! Incoming call ringtone set to 'pulse_tune'.""]"	Call her on her mobile	Call Isabella Taylor on her mobile at 555-0111	{'plan': 'dial', 'arguments': {'phone_number': '555-0111'}}	ACTION_VIEW_CONTACT-768-ACTION_SET_RINGTONE-1_NR-dial-1	1	['get_contact_info', 'dial', 'play_music', 'ACTION_VIEW_CONTACT', 'send_email']
['turn 1: Get the phone entry from content://com.example.contacts/1001. -> Got it. The phone number for content://com.example.contacts/1001 is 555-123-4567.', 'turn 2: Open content://com.example.contacts/1001 contact -> Opening content://com.example.contacts/1001. Phone: 555-123-4567. You can view email and address in the full contact view.']	Dial it	Dial 555-123-4567	{'plan': 'dial', 'arguments': {'phone_number': '555-123-4567'}}	get_contact_info-1009-ACTION_VIEW_CONTACT-1-dial-1	1	['search_location', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIDEO_CAPTURE', 'dial', 'ACTION_VIEW_PLAYLIST']
"[""turn 1: What's the phone number for the contact with URI content://contacts/people/1011? -> The phone number for contact 1011 is (555) 321-4321."", 'turn 2: Call (555) 321-4321 -> Dialing (555) 321-4321...']"	Make a call to that number	Make a call to (555) 321-4321	{'plan': 'dial', 'arguments': {'phone_number': '(555) 321-4321'}}	get_contact_info-971-dial-1-dial-1	1	['ACTION_SHOW_TIMERS', 'ACTION_SET_RINGTONE', 'ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_EDIT_CONTACT']
['turn 1: Give me a summary of the contact at content://contacts/people/42. -> Here’s what I found:\n• Name: Michael Lee\n• Phone: 555-987-6543\n• Email: michael.lee42@example.com\n• Address: 321 Oak St, Centerville, OH 45459', 'turn 2: Open content://contacts/people/42 to show me the full profile of Michael Lee. -> Opening Michael Lee’s full profile now (content://contacts/people/42). You’ll see all his contact details.']	Ring him up	Ring 555-987-6543 up	{'plan': 'dial', 'arguments': {'phone_number': '555-987-6543'}}	get_contact_info-970-ACTION_VIEW_CONTACT-1-dial-1	1	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_OPEN_CONTENT', 'dial']
"[""turn 1: What's the phone number for the contact with URI content://contacts/people/1011? -> The phone number for contact 1011 is (555) 321-4321."", 'turn 2: Locate (555) 321-4321 on the map -> I’m not finding a map location for that phone number.']"	Call that number.	Call (555) 321-4321.	{'plan': 'dial', 'arguments': {'phone_number': '(555) 321-4321'}}	get_contact_info-971-search_location-1-dial-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'open_settings', 'ACTION_VIEW_WEB_HISTORY', 'dial']
"[""turn 1: Forward the holiday greeting 'Merry Christmas and a Happy New Year!' to +81-90-1234-5678. -> Merry Christmas greeting sent to +81-90-1234-5678."", 'turn 2: Make a call to +81-90-1234-5678 -> Calling +81-90-1234-5678...']"	Call that number to wish them happy holidays	Call +81-90-1234-5678 to wish them happy holidays	{'plan': 'dial', 'arguments': {'phone_number': '+81-90-1234-5678'}}	send_message-1244-dial-1-dial-1	1	['dial', 'play_music', 'send_email', 'ACTION_GET_CONTENT', 'ACTION_SET_ALARM']
"[""turn 1: Could you buzz the client at +1 212 555 0148: 'Invoice #12345 is due tomorrow.' -> Sent! 'Invoice #12345 is due tomorrow.' has been delivered to +12125550148."", 'turn 2: Select from my saved contacts. -> Opening your contacts now—please choose a contact.']"	Give the client a quick call	Give +12125550148 a quick call	{'plan': 'dial', 'arguments': {'phone_number': '+12125550148'}}	send_message-1291-ACTION_PICK-1_NR-dial-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_SET_RINGTONE', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri', 'dial']
"[""turn 1: I want to add 'Breakfast with CEO' on June 1, 2025, 8:00–9:00 AM in Executive Lounge. Desc: Quarterly check-in. -> Great! 'Breakfast with CEO' for your quarterly check‑in is now on June\xa01,\xa02025 from 8:00\xa0AM to 9:00\xa0AM at the Executive Lounge. You can view it here: content://calendar/event/2"", 'turn 2: Could you pull up content://calendar/event/2 breakfast event? -> Breakfast with CEO: June\xa01,\xa02025, 8:00\xa0AM–9:00\xa0AM at the Executive Lounge for your quarterly check‑in.']"	Show me the route to it	Show me the route to Executive Lounge	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Executive Lounge'}}	ACTION_INSERT_EVENT-477-ACTION_VIEW_EVENT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_SET_ALARM', 'ACTION_NAVIGATE_TO_LOCATION', 'play_music', 'get_contact_info_from_uri', 'send_message']
"['turn 1: Schedule \'Thanksgiving Dinner\' on November 22, 2024 from 11:00 AM to 1:00 PM at Mom\'s House for a family gathering. -> Your ""Thanksgiving Dinner"" is confirmed for November 22, 2024 at 11:00\xa0AM at Mom’s House. Tap here for details: content://calendar/event/8', 'turn 2: Guide me to Mom’s House -> Ready when you are! navigation is started in a maps application: Mom’s House.']"	Get directions to her house.	Get directions to Mom's House.	"{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': ""Mom's House""}}"	ACTION_INSERT_EVENT-443-ACTION_NAVIGATE_TO_LOCATION-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['launch_application', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_INSERT_CONTACT', 'open_settings', 'ACTION_VIEW_SENT_EMAILS']
"[""turn 1: Set up 'Gardening Meetup' June 8, 2024 at 10 AM to 12 PM at Community Garden, details: Planting season prep. -> Gardening Meetup (Planting season prep) scheduled for June\xa08,\xa02024 from 10:00\xa0AM to 12:00\xa0PM at Community Garden. Event URI: content://calendar/event/10"", ""turn 2: Please arrange a 'Coding Workshop' focused on Python at Tech Hub. The event is scheduled to run from 1700900000000 to 1700907200000. -> Your 'Coding Workshop' (Learning session focused on Python) is confirmed at Tech Hub from 1700900000000 to 1700907200000. Event URI: content://calendar/event/7""]"	Take me there	Take me to Community Garden	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Community Garden'}}	ACTION_INSERT_EVENT-485-ACTION_INSERT_EVENT-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	1	['web_search', 'send_message', 'ACTION_GET_RINGTONE', 'play_video', 'ACTION_NAVIGATE_TO_LOCATION']
['turn 1: Give me the address of content://contacts/people/9988. -> The address is 123 Main St, Springfield, IL 62704.', 'turn 2: Open content://contacts/people/9988 -> Loading contact content://contacts/people/9988. Address on file: 123 Main St, Springfield, IL 62704. Additional details are displayed now.']	Take me there.	Take me to 123 Main St, Springfield, IL 62704.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Main St, Springfield, IL 62704'}}	get_contact_info-1020-ACTION_VIEW_CONTACT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['send_message', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_ALARM']
['turn 1: Provide a complete summary of contact content://contacts/people/1618. -> Contact summary:\n• ID: 1618\n• Name: Robert Brown\n• Phone: 555-1618\n• Email: rbrown1618@example.org\n• Address: 1618 Elm St, Gotham, NY 10018', 'turn 2: View contact content://contacts/people/1618 -> Just opened the contact at content://contacts/people/1618—Robert Brown’s details are displayed.']	Guide me to that address.	Guide me to 1618 Elm St, Gotham, NY 10018.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '1618 Elm St, Gotham, NY 10018'}}	get_contact_info-974-ACTION_VIEW_CONTACT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_OPEN_CONTENT', 'get_contact_info', 'ACTION_EDIT_DOCUMENT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SET_ALARM']
