conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: Give me the postal address of content://profiles/contacts/89. -> The postal address at content://profiles/contacts/89 is 789 Pine Road, Smalltown, CA 90210.', 'turn 2: Retrieve a mailing address from the contacts stored on my phone. -> Opening address picker. Selected: content://contacts/address/89.', ""turn 3: Edit content://contacts/address/89's name to John Doe -> Name field updated to John Doe. (content://contacts/address/89)"", ""turn 4: Send content://contacts/address/89 a message saying 'Your contact name is now John Doe.' -> Your name update confirmation has been sent to content://contacts/address/89.""]"	Open that contact record.	Open content://contacts/address/89 contact record.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/address/89'}}	get_contact_info-1012-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_message-1-ACTION_VIEW_CONTACT-1	1	['dial', 'ACTION_SET_ALARM', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_CALL_LOG']
"['turn 1: I need a contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for content://com.app.addressbook/contacts/404: John Smith – Phone: 555-987-6543, Email: john.smith@domain.com, Address: 456 Oak Avenue, Metropolis, NY 10001.', 'turn 2: Retrieve additional info from contact://info/emergency. -> Here’s the emergency info: 911.', 'turn 3: Call 911 now. -> Calling 911...', ""turn 4: Add 911 as a contact with name Emergency Services -> Done\xa0– 'Emergency Services' (911) has been saved. Find it at content://contacts/people/emergency_services""]"	View the contact details for that entry.	View the contact details for content://contacts/people/emergency_services.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/emergency_services'}}	get_contact_info-1011-get_contact_info_from_uri-1_NR-dial-1-ACTION_INSERT_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_EDIT_ALARM', 'ACTION_SET_ALARM', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_RECENT_APPS']
"['turn 1: Could you change the company of contact content://contacts/people/steph to GameWorks and update the address to 50 Arcade Dr? -> Opening the editor for Steph (content://contacts/people/steph) with company GameWorks and address 50 Arcade Dr.', 'turn 2: I want to launch a file picker to select a PDF document from my cloud storage. -> Picker ready. You selected: content://drive/Proposal.pdf', ""turn 3: Forward content://drive/Proposal.pdf to +1 (555) 333-0000 saying 'Here's the proposal for your review.' -> Proposal sent to +1 (555) 333-0000."", 'turn 4: Can you show the texts I recently sent? -> Sent SMS/MMS: +1 (555) 333-0000 – ""Here\'s the proposal for your review.""']"	Take me to that address	Take me to 50 Arcade Dr	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '50 Arcade Dr'}}	ACTION_EDIT_CONTACT-91-ACTION_OPEN_DOCUMENT-1_NR-send_message-1-ACTION_VIEW_SENT_MESSAGES-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_VIEW_WEB_HISTORY', 'get_contact_info', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_CONTENT', 'dial']
"['turn 1: I need a calendar entry on May 1, 2024 at 9:00 AM for an annual check-up with Dr. Smith at the Downtown Clinic. -> All set: ""Doctor Appointment"" is scheduled for May 1, 2024 at 9:00\xa0AM at Downtown Clinic. Check it here: content://calendar/event/2', 'turn 2: Send content://calendar/event/2 to jane.doe@example.com with subject Upcoming Doctor Appointment and body Please confirm your availability. -> Your appointment reminder has been sent to jane.doe@example.com.', 'turn 3: Looking up the phone information from contact /contacts/alan_smith. Can you help? -> Sure thing—Alan Smith’s mobile is +1-617-555-3490.', 'turn 4: Call +1-617-555-3490 -> Connecting to +1-617-555-3490...']"	Take me to that clinic	Take me to the Downtown Clinic	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Downtown Clinic'}}	ACTION_INSERT_EVENT-437-send_email-1-get_contact_info-1_NR-dial-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_GET_CONTENT', 'ACTION_VIEW_RECENT_APPS', 'send_email', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: Set up 'Gardening Meetup' June 8, 2024 at 10 AM to 12 PM at Community Garden, details: Planting season prep. -> Gardening Meetup (Planting season prep) scheduled for June\xa08,\xa02024 from 10:00\xa0AM to 12:00\xa0PM at Community Garden. Event URI: content://calendar/event/10"", ""turn 2: Please arrange a 'Coding Workshop' focused on Python at Tech Hub. The event is scheduled to run from 1700900000000 to 1700907200000. -> Your 'Coding Workshop' (Learning session focused on Python) is confirmed at Tech Hub from 1700900000000 to 1700907200000. Event URI: content://calendar/event/7"", 'turn 3: What’s the address for Community Garden? -> I’ve got Community Garden here: 256 Greenway Lane, Springfield, IL 62704.', 'turn 4: Could I select one image only? I just need access to a single image document. -> Sure thing—opening the image picker so you can pick one photo from your collection.']"	I need directions to that garden	I need directions to 256 Greenway Lane, Springfield, IL 62704	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '256 Greenway Lane, Springfield, IL 62704'}}	ACTION_INSERT_EVENT-485-ACTION_INSERT_EVENT-1_NR-search_location-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_PICK', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_INSERT_EVENT', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: Give me the postal address of content://profiles/contacts/89. -> The postal address at content://profiles/contacts/89 is 789 Pine Road, Smalltown, CA 90210.', 'turn 2: Retrieve a mailing address from the contacts stored on my phone. -> Opening address picker. Selected: content://contacts/address/89.', ""turn 3: Edit content://contacts/address/89's name to John Doe -> Name field updated to John Doe. (content://contacts/address/89)"", ""turn 4: Send content://contacts/address/89 a message saying 'Your contact name is now John Doe.' -> Your name update confirmation has been sent to content://contacts/address/89.""]"	Navigate to that address.	Navigate to 789 Pine Road, Smalltown, CA 90210.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '789 Pine Road, Smalltown, CA 90210'}}	get_contact_info-1012-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_message-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_SET_TIMER', 'ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_NAVIGATE_TO_LOCATION']
['turn 1: I need a contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for content://com.app.addressbook/contacts/404: John Smith – Phone: 555-987-6543, Email: john.smith@domain.com, Address: 456 Oak Avenue, Metropolis, NY 10001.', 'turn 2: Retrieve additional info from contact://info/emergency. -> Here’s the emergency info: 911.', 'turn 3: Call 911 now. -> Calling 911...', 'turn 4: Show me the call log for 911. -> Here you go—your call history:\n• 911 (Outgoing) – Today, 3:45\xa0PM\n• +1-212-555-0198 (Missed) – Yesterday, 8:20\xa0AM\n• +1-646-555-0123 (Incoming) – June\xa011, 7:15\xa0PM']	Drive me there.	Drive me to 456 Oak Avenue, Metropolis, NY 10001.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '456 Oak Avenue, Metropolis, NY 10001'}}	get_contact_info-1011-get_contact_info_from_uri-1_NR-dial-1-ACTION_VIEW_CALL_LOG-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_GET_CONTENT', 'INTENT_ACTION_VIDEO_CAMERA']
"['turn 1: Show the full record for content://profiles/contacts/104. -> Full details for contact 104:\n• Name: David Wilson\n• Phone: 202‑555‑0144\n• Email: dwilson@profiles.com\n• Address: 75 Sunset Blvd, Los Angeles, CA', 'turn 2: Show content://profiles/contacts/104 -> Here’s David Wilson’s complete record:\nPhone: 202‑555‑0144\nEmail: dwilson@profiles.com\nAddress: 75 Sunset Blvd, Los Angeles, CA', 'turn 3: Retrieve a mailing address from the contacts stored on my phone. -> Select a mailing address from your contacts.', ""turn 4: Edit the contact at content://profiles/contacts/104 to change David Wilson's address to 123 Ocean Ave, Miami, FL -> Done. David Wilson’s address is now set to 123 Ocean Ave, Miami, FL. (content://profiles/contacts/104)""]"	Take me to that location.	Take me to 123 Ocean Ave, Miami, FL location.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Ocean Ave, Miami, FL'}}	get_contact_info-1007-ACTION_VIEW_CONTACT-1-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_EDIT_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'ACTION_OPEN_DOCUMENT']
"['turn 1: Retrieve an overview of contact content://profiles/contacts/2022. -> Contact details:\nName: Alex Johnson\nPhone: 315-555-0198\nEmail: alex.johnson@domain.com\nAddress: 456 Elm St, Metropolis, CA 90001.', 'turn 2: I want to take a portrait. Open up the good old still camera. -> Still image camera is now open for a portrait.', ""turn 3: Get the latest image file I just captured. -> Here's your latest capture: content://temp/latest_capture.jpg"", ""turn 4: Save content://temp/latest_capture.jpg as a JPEG named CaptureBackup.jpg -> Your JPEG 'CaptureBackup.jpg' is stored at content://pictures/CaptureBackup.jpg.""]"	Get directions to that address.	Get directions to 456 Elm St, Metropolis, CA 90001.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '456 Elm St, Metropolis, CA 90001'}}	get_contact_info-1021-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_INSERT_CONTACT', 'dial', 'ACTION_EDIT_ALARM', 'ACTION_NAVIGATE_TO_LOCATION', 'launch_application']
"['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', ""turn 2: Show content://contacts/people/carlos_mendoza info -> Carlos Mendoza's contact info is displayed (content://contacts/people/carlos_mendoza)."", ""turn 3: Set content://contacts/people/carlos_mendoza's company to VineCorp. -> Company updated to VineCorp. Your contact’s URI is still content://contacts/people/carlos_mendoza"", ""turn 4: Send Carlos Mendoza a message saying 'Congrats on the new job at VineCorp! Let's celebrate soon!' -> Your message to Carlos Mendoza has been sent.""]"	Open that address on map	Open 789 Vinegar Hill Rd on map	{'plan': 'search_location', 'arguments': {'query': '789 Vinegar Hill Rd'}}	ACTION_INSERT_CONTACT-404-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-send_message-1-search_location-2	1	['ACTION_EDIT_VIDEO', 'play_video', 'search_location', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_RINGTONE']
['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', 'turn 2: Add company info to content://contacts/people/carlos_mendoza: Acme Corp. -> All set! Carlos Mendoza’s company is now listed as Acme Corp. View the update at content://contacts/people/carlos_mendoza', 'turn 3: Open content://contacts/people/carlos_mendoza to verify the company -> Alright, loading Carlos Mendoza’s contact details: content://contacts/people/carlos_mendoza', 'turn 4: Give 333-222-1111 a call -> Dialing 333-222-1111...']	Open that address on map	Open 789 Vinegar Hill Rd on map	{'plan': 'search_location', 'arguments': {'query': '789 Vinegar Hill Rd'}}	ACTION_INSERT_CONTACT-404-ACTION_EDIT_CONTACT-1-ACTION_VIEW_CONTACT-1-dial-1-search_location-1	1	['ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_VIDEO_CAMERA', 'search_location', 'send_email', 'web_search']
['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: Dial 321-654-0987 now -> Calling 321-654-0987 now...', 'turn 3: Add 321-654-0987 to my contacts -> Creating a new contact entry: telephone 321-654-0987 is pre-populated.', 'turn 4: Open 456 Maple Street on map -> Loading map view for 456 Maple Street.']	Show that home address on the map	Show 456 Maple Street on the map	{'plan': 'search_location', 'arguments': {'query': '456 Maple Street'}}	ACTION_INSERT_CONTACT-392-dial-1-ACTION_INSERT_CONTACT-1-search_location-1-search_location-1	1	['ACTION_SHOW_ALARMS', 'ACTION_EDIT_ALARM', 'search_location', 'ACTION_EDIT_VIDEO', 'ACTION_PICK']
"[""turn 1: I need an event 'Dentist Check-Up' on August 1, 2024 at 11:00 AM at Smile Dental Clinic. Description: Routine cleaning. -> Your “Dentist Check-Up” on August 1, 2024 at 11:00\xa0AM at Smile Dental Clinic has been added. Check it out: content://calendar/event/4"", 'turn 2: Give me directions to Smile Dental Clinic -> Hit the road! navigation is started in a maps application: Smile Dental Clinic.', 'turn 3: Could you pick a contact for me from my records? -> Done—contact selected: content://contacts/people/8', ""turn 4: Update content://contacts/people/8's phone number to 555-1234 -> Your contact has been updated with the new number 555-1234. Here’s the updated entry: content://contacts/people/8""]"	Where is that clinic located exactly?	Where is Smile Dental Clinic located exactly?	{'plan': 'search_location', 'arguments': {'query': 'Smile Dental Clinic'}}	ACTION_INSERT_EVENT-459-ACTION_NAVIGATE_TO_LOCATION-1-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-search_location-1	1	['INTENT_ACTION_VIDEO_CAMERA', 'search_location', 'play_video', 'get_contact_info_from_uri', 'dial']
"[""turn 1: Book 'Photography Class' on October 10, 2024 from 9 AM–12 PM at Downtown Studio. Description: Portrait techniques. -> Photography Class (Portrait techniques) booked for October\xa010,\xa02024, 9:00\xa0AM–12:00\xa0PM at Downtown Studio. Event URI: content://calendar/event/6"", 'turn 2: Fire up the Calendar so I can review my upcoming events. -> Calendar app launched successfully. Your events are right there.', 'turn 3: Please fire up the video camera app on my device so I can start documenting. -> Video camera is now open and ready to record.', 'turn 4: Show me the latest video to review -> Loading your latest clip now: content://storage/emulated/0/DCIM/Camera/VID_20240415_091500.mp4']"	Where is that Downtown Studio located?	Where is Downtown Studio located?	{'plan': 'search_location', 'arguments': {'query': 'Downtown Studio'}}	ACTION_INSERT_EVENT-481-launch_application-1_NR-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-search_location-1	1	['search_location', 'web_search', 'ACTION_VIEW_RECENT_APPS', 'send_email', 'ACTION_VIEW_WEB_HISTORY']
"[""turn 1: Create a calendar entry for 'Board Meeting' on November 8, 2024, 9:30 AM to 12:00 PM at Headquarters, details: 'Quarterly board review'. -> Done! ‘Board Meeting’ (Quarterly board review) is set for November 8, 2024, 9:30\xa0AM–12:00\xa0PM at Headquarters. View it here: content://calendar/event/3"", 'turn 2: What are the details of content://calendar/event/3? -> Board Meeting: November 8, 2024, 9:30\xa0AM–12:00\xa0PM at Headquarters. Notes: Quarterly board review.', 'turn 3: Enable the camera to operate in still image mode for a photo. -> Got it—still image camera is now active.', 'turn 4: Pick content://camera/image/001.jpeg still image -> Here’s the image you selected: content://camera/image/001.jpeg']"	Where can I find that location?	Where can I find Headquarters location?	{'plan': 'search_location', 'arguments': {'query': 'Headquarters location'}}	ACTION_INSERT_EVENT-458-ACTION_VIEW_EVENT-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-search_location-1	1	['search_location', 'send_email', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_EVENT', 'ACTION_SHOW_ALARMS']
"['turn 1: Could you tweak contact content://contacts/people/matthew by changing the phone number to (123) 456-7890? -> Sure thing—Matthew’s phone number is now (123)\xa0456‑7890. You’ll find his updated contact at content://contacts/people/matthew', ""turn 2: Schedule an event 'Workshop on AI' that dives deep into AI trends and technologies. It should be held at Innovation Hub, from 1703800000000 to 1703807200000. -> Your 'Workshop on AI' is set at Innovation Hub from 1703800000000 to 1703807200000. Event ID: content://calendar/event/9"", 'turn 3: Where is Innovation Hub located exactly? -> Here’s Innovation Hub: 321 Tech Way, Silicon Valley, CA 94043.', ""turn 4: Schedule a deep dive session at 321 Tech Way, Silicon Valley, CA 94043 on March 5 from 2 PM to 5 PM called 'AI Trends Analysis' with description 'Review the latest AI research and applications' -> Your 'AI Trends Analysis' deep dive is booked for March\xa05, 2024, 2:00\xa0PM–5:00\xa0PM at 321 Tech Way, Silicon Valley, CA 94043. See details here: content://calendar/event/110.""]"	Dial that number	Dial (123) 456-7890	{'plan': 'dial', 'arguments': {'phone_number': '(123) 456-7890'}}	ACTION_EDIT_CONTACT-108-ACTION_INSERT_EVENT-1_NR-search_location-1-ACTION_INSERT_EVENT-1-dial-2	1	['ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: I need to change John’s phone number to 555-1234 for his contact (content://contacts/people/john). Can you do that? -> Sure thing! Opening John's contact now so you can update his phone number to 555‑1234."", 'turn 2: Call 555-1234 -> Dialing 555-1234...', 'turn 3: Save 555-1234 -> Opening a new contact interface with phone 555-1234 already entered.', 'turn 4: Give 555-1234 a ring -> Starting call to 555-1234...']"	Give him a call	Give 555-1234 a call	{'plan': 'dial', 'arguments': {'phone_number': '555-1234'}}	ACTION_EDIT_CONTACT-56-dial-1-ACTION_INSERT_CONTACT-1-dial-1-dial-1	1	['dial', 'ACTION_OPEN_DOCUMENT', 'send_email', 'get_contact_info', 'ACTION_SHOW_ALARMS']
"['turn 1: Save Carlos Mendoza; tel: 333-222-1111; address is 789 Vinegar Hill Rd. -> Carlos Mendoza has been saved to your contacts: content://contacts/people/carlos_mendoza', ""turn 2: Show content://contacts/people/carlos_mendoza info -> Carlos Mendoza's contact info is displayed (content://contacts/people/carlos_mendoza)."", ""turn 3: Set content://contacts/people/carlos_mendoza's company to VineCorp. -> Company updated to VineCorp. Your contact’s URI is still content://contacts/people/carlos_mendoza"", ""turn 4: Send Carlos Mendoza a message saying 'Congrats on the new job at VineCorp! Let's celebrate soon!' -> Your message to Carlos Mendoza has been sent.""]"	Make a call to that number	Make a call to 333-222-1111	{'plan': 'dial', 'arguments': {'phone_number': '333-222-1111'}}	ACTION_INSERT_CONTACT-404-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-send_message-1-dial-1	1	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_SHOW_TIMERS', 'dial', 'send_email']
['turn 1: Set up a record for Will Smith at Bel-Air Productions, phone 415-333-1212. -> Will Smith’s contact added. See content://contacts/people/will_smith', 'turn 2: Open content://contacts/people/will_smith details -> Loading Will Smith’s contact information: content://contacts/people/will_smith', 'turn 3: Call 415-333-1212. -> Initiating call to 415-333-1212...', 'turn 4: Add 415-333-1212 to my contacts -> All set! Added 415-333-1212 to your contacts. You’ll find it at content://contacts/people/4153331212']	Give him a ring.	Give 415-333-1212 a ring.	{'plan': 'dial', 'arguments': {'phone_number': '415-333-1212'}}	ACTION_INSERT_CONTACT-427-ACTION_VIEW_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1-dial-1	1	['ACTION_GET_RINGTONE', 'ACTION_VIEW_WEB_HISTORY', 'dial', 'ACTION_OPEN_DOCUMENT', 'ACTION_EDIT_VIDEO']
['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: Dial 321-654-0987 now -> Calling 321-654-0987 now...', 'turn 3: Add 321-654-0987 to my contacts -> Creating a new contact entry: telephone 321-654-0987 is pre-populated.', 'turn 4: Open 456 Maple Street on map -> Loading map view for 456 Maple Street.']	Dial him now.	Dial 321-654-0987 now.	{'plan': 'dial', 'arguments': {'phone_number': '321-654-0987'}}	ACTION_INSERT_CONTACT-392-dial-1-ACTION_INSERT_CONTACT-1-search_location-1-dial-1	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_VIDEO', 'ACTION_IMAGE_CAPTURE', 'play_video', 'dial']
['turn 1: Choose several PPT slideshows. -> Got it! Feel free to pick multiple PowerPoint slideshow files (.ppt).', 'turn 2: Access the internal storage settings for my device, please. -> Internal storage settings are now open—manage your device storage as needed.', 'turn 3: Show me a complete summary for /data/alex. -> Here’s the contact summary for /data/alex:\n• Name: Alex Turner\n• Phone: 555-482-1010\n• Email: alex.turner@mobilemail.com\n• Address: 123 Cedar Road, Apt. 5', 'turn 4: Give 555-482-1010 a call -> Dialing 555-482-1010 now...']	Create that PowerPoint slideshow file named Slides.ppt then	Create a PowerPoint slideshow file named Slides.ppt then	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/vnd.ms-powerpoint', 'initial_name': 'Slides.ppt'}}	ACTION_OPEN_DOCUMENT-153-open_settings-1_NR-get_contact_info-1_NR-dial-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_VIDEO', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT']
"[""turn 1: I'd like to upload any type of file for a quick backup. -> Your file has been selected for backup: content://files/backup_archive.zip"", 'turn 2: Save content://files/backup_archive.zip as a new ZIP file named FullBackup.zip -> Backup complete: you can find FullBackup.zip here: content://documents/FullBackup.zip', 'turn 3: Edit content://documents/FullBackup.zip to add a README file describing its contents -> Your backup archive has been updated with a README describing its contents. Access the revised FullBackup.zip here: content://documents/FullBackup.zip', ""turn 4: Could you pick a contact for me from my records? -> I've selected a contact for you: content://contacts/people/15""]"	Create a new document for that archive with MIME type application/zip and initial name BackupArchive.zip	Create a new document for content://documents/FullBackup.zip with MIME type application/zip and initial name BackupArchive.zip	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/zip', 'initial_name': 'BackupArchive.zip'}}	ACTION_GET_CONTENT-170-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-ACTION_PICK-1_NR-ACTION_CREATE_DOCUMENT-1	1	['play_video', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_CREATE_DOCUMENT', 'search_location', 'ACTION_GET_CONTENT']
"['turn 1: Select multiple images to include in a photo collage. -> Here are the images you picked for the collage:\n- content://gallery/holiday1.jpg\n- content://gallery/holiday2.jpg\n- content://gallery/holiday3.jpg\n- content://gallery/holiday4.jpg', ""turn 2: Start my smartphone's camera in still image mode to snap a photo. -> Photo mode initiated. Feel free to take a snapshot."", 'turn 3: Pick content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg all. -> All set! You selected:\n- content://gallery/holiday1.jpg\n- content://gallery/holiday2.jpg\n- content://gallery/holiday3.jpg\n- content://gallery/holiday4.jpg', ""turn 4: Create a new PDF named HolidayCollage.pdf and import content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg all into it. -> All done! 'HolidayCollage.pdf' has been generated at content://documents/HolidayCollage.pdf.""]"	Create a new PDF named PhotoCollage.pdf including those images	Create a new PDF named PhotoCollage.pdf including content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg all.	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/pdf', 'initial_name': 'PhotoCollage.pdf'}}	ACTION_GET_CONTENT-171-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_CREATE_DOCUMENT-1	1	['send_message', 'ACTION_CREATE_DOCUMENT', 'launch_application', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT']
['turn 1: Fetch any media files for preview. -> Opening file picker—select any files you’d like to preview. You can pick multiple items.', 'turn 2: Alright, create a new text document named PreviewList.txt. -> Here’s your new text file listing your selections: content://documents/PreviewList.txt', 'turn 3: Edit content://documents/PreviewList.txt to append numbering to each item -> Numbering appended to each entry in PreviewList.txt. You can check the updated list here: content://documents/PreviewList.txt', 'turn 4: I require a full summary of the contact details from /contacts/adam. -> Here’s the complete info for Adam:\n• Name: Adam Smith\n• Phone: +1-310-555-0145\n• Email: adam.smith@example.com\n• Address: 10 Downing Street, London, SW1A\xa02AA.']	Save those selections into a text file named PreviewList.txt	Save the media file selections into a text file named PreviewList.txt	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'text/plain', 'initial_name': 'PreviewList.txt'}}	ACTION_GET_CONTENT-196-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-get_contact_info-1_NR-ACTION_CREATE_DOCUMENT-1	1	['launch_application', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: I'd like to pull together several text files for analysis. -> Opening text file selector—feel free to choose multiple documents."", 'turn 2: Create a blank text file named AnalysisBundle.txt -> Starting a fresh text file: “AnalysisBundle.txt.” Please select a destination folder.', ""turn 3: Show me a summary of the contact information for /profile/quentin. -> Here's Quentin's contact summary: Phone: (212) 999-0000; Email: quentin.blake@domain.com; Address: 123 Broadway, New York, NY 10004."", 'turn 4: Call (212) 999-0000 -> Connecting you to (212) 999-0000...']"	Merge them into a new text document called CombinedAnalysis.txt	Merge several text files into a new text document called CombinedAnalysis.txt	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'text/plain', 'initial_name': 'CombinedAnalysis.txt'}}	ACTION_GET_CONTENT-202-ACTION_CREATE_DOCUMENT-1-get_contact_info-1_NR-dial-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_INSERT_EVENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_ALARM', 'ACTION_VIEW_SENT_MESSAGES', 'web_search']
"['turn 1: Begin video shoot. -> Recording complete! The video is now available at content://device/videos/video123.mp4.', 'turn 2: Retrieve the full contact summary from /contacts/john_doe. -> Full summary for /contacts/john_doe:\nName: John Doe\nPhone: (555) 123-4567\nEmail: john.doe@contact.com\nAddress: 789 Oak Avenue, Springfield, IL', ""turn 3: Change /contacts/john_doe's name to Jonathan Doe and email to jonathan.doe@newmail.com -> Your changes are in—/contacts/john_doe is now Jonathan Doe, email set to jonathan.doe@newmail.com."", 'turn 4: Can you pin 789 Oak Avenue, Springfield, IL on the map? -> Pinning 789 Oak Avenue, Springfield, IL on your map now.']"	Trim that video to the first 60 seconds	Trim content://device/videos/video123.mp4 to the first 60 seconds	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://device/videos/video123.mp4', 'edit_options': {'start_time': 0, 'end_time': 60000}}}	ACTION_VIDEO_CAPTURE-757-get_contact_info-1_NR-ACTION_EDIT_CONTACT-1-search_location-1-ACTION_EDIT_VIDEO-1	1	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_EVENT', 'ACTION_GET_CONTENT', 'ACTION_INSERT_CONTACT']
