conversation_history	query	rewrited_query	answer	unique_idx	candidates
"['turn 1: Bring up the complete set of my alarms. -> Displaying all your alarms: [alarm_id: 1 - 6:30 AM, Morning Jog; alarm_id: 2 - 7:00 AM, Breakfast; alarm_id: 3 - 8:00 AM, Team Meeting; alarm_id: 4 - 1:00 PM, Lunch Break]', ""turn 2: Make 'alarm_id: 2 - 7:00 AM, Breakfast' repeat Monday through Friday at 7:10 AM -> Got it! 'Breakfast' alarm_no2 is updated to 7:10\xa0AM, repeating Monday through Friday.""]"	Bring it up again	Bring 'alarm_id: 2 - 7:00 AM, Breakfast' up again	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	ACTION_SHOW_ALARMS-665-ACTION_EDIT_ALARM-1-ACTION_SHOW_ALARMS-1	['ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_CONTENT', 'ACTION_SET_ALARM', 'play_video']
['turn 1: Are there any timers going on now? -> Single active timer: [10 minutes\xa0– Cold Brew]', 'turn 2: Add a 20-minute timer for studying -> Got it! A 20-minute studying timer is now running.']	Can you show me all of them?	Can you show me all of [10 minutes – Cold Brew] and [20-minute studying timer]?	{'plan': 'ACTION_SHOW_TIMERS', 'arguments': {}}	ACTION_SHOW_TIMERS-1844-ACTION_SET_TIMER-1-ACTION_SHOW_TIMERS-1	['ACTION_SET_ALARM', 'play_music', 'ACTION_INSERT_CONTACT', 'ACTION_SHOW_TIMERS', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: I need to view active timers now. -> Timers in progress: Tea – 3\xa0min left, Workout – 8\xa0min left, Laundry – 15\xa0min left.', 'turn 2: Set a 20-minute timer for meditation -> Your 20‑minute meditation timer has been set. Enjoy your session!']	Could you display it among the active timers?	Could you display the 20-minute meditation timer among the active timers?	{'plan': 'ACTION_SHOW_TIMERS', 'arguments': {}}	ACTION_SHOW_TIMERS-1874-ACTION_SET_TIMER-1-ACTION_SHOW_TIMERS-1	['web_search', 'search_location', 'ACTION_SHOW_TIMERS', 'ACTION_PICK', 'ACTION_GET_RINGTONE']
['turn 1: Select various file types to include in the package. -> Opening file selector—please pick multiple files of any type.', 'turn 2: Hey, can you switch on the video camera for recording a clip? -> Camera switched to video mode. Ready to capture your clip.']	Go ahead and film it.	Go ahead and film the video clip.	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	ACTION_GET_CONTENT-200-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1	['ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIDEO_CAPTURE']
['turn 1: Give me the ringtone selection screen. -> Got it. Opening the ringtone selection interface.', 'turn 2: I require an address of one of my acquaintances; fetch me the postal info. -> All done! Address URI: content://contacts/address/42']	Show me that contact's details	Show me content://contacts/address/42 contact's details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/address/42'}}	ACTION_GET_RINGTONE-307-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1	['ACTION_VIDEO_CAPTURE', 'ACTION_SET_RINGTONE', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_CONTACT', 'ACTION_IMAGE_CAPTURE']
['turn 1: Invoke device camera for recording. -> Video mode activated. Ready to capture your moments.', 'turn 2: Grab a contact entry from my phone contacts list. -> Done! You’ve selected content://contacts/people/8 from your contacts.']	Let me see its details.	Let me see the details of content://contacts/people/8.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/8'}}	INTENT_ACTION_VIDEO_CAMERA-907-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1	['ACTION_SET_ALARM', 'send_message', 'ACTION_VIEW_CONTACT', 'ACTION_VIDEO_CAPTURE', 'ACTION_SHOW_ALARMS']
"['turn 1: Load the JSON records at content://data/records.json -> Fetching JSON data from content://data/records.json.', ""turn 2: Please pick someone's address for mailing purposes from my contacts. -> Got it! Address chosen: content://contacts/address/57""]"	Show me its details	Show me details of content://contacts/address/57	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/address/57'}}	ACTION_OPEN_CONTENT-253-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1	['get_contact_info', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_CONTACT', 'open_settings']
"['turn 1: Show me where Mount Kilimanjaro stands. -> Mount Kilimanjaro is at 3.0674°\xa0S, 37.3556°\xa0E—displaying it on your map now.', ""turn 2: Set up a 'Kilimanjaro Hike' event at 3.0674°\xa0S, 37.3556°\xa0E this Friday from 6:00 to 9:00. -> Done—your 'Kilimanjaro Hike' is booked for Friday 6:00–9:00\xa0PM at 3.0674°\xa0S,\xa037.3556°\xa0E. Check it here: content://calendar/event/3""]"	Could you open it and give me a summary?	Could you open content://calendar/event/3 and give me a summary?	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/3'}}	search_location-1162-ACTION_INSERT_EVENT-1-ACTION_VIEW_EVENT-1	['ACTION_VIEW_RECENT_APPS', 'ACTION_EDIT_ALARM', 'play_music', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_PLAYLIST']
['turn 1: Where is the Sydney Opera House situated? -> The Sydney Opera House is at Bennelong Point, Sydney NSW\xa02000, Australia—displaying it now.', 'turn 2: Plan an evening performance visit to Bennelong Point, Sydney NSW\xa02000, Australia on August 5 from 7 to 9 PM titled Opera Night with description Evening performance. -> Opera Night has been added on August\xa05 from 7:00 to 9:00\xa0PM at Bennelong Point, Sydney NSW\xa02000. Access it here: content://calendar/event/7']	Let me view that appointment.	Let me view content://calendar/event/7 appointment.	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/7'}}	search_location-1169-ACTION_INSERT_EVENT-1-ACTION_VIEW_EVENT-1	['ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_ALARM', 'play_video', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_RECENT_APPS']
"['turn 1: Locate the Statue of Liberty, New York, NY. -> Here’s the address: Statue of Liberty National Monument, New York, NY\xa010004, USA.', ""turn 2: Book a photography session at Statue of Liberty National Monument, New York, NY\xa010004, USA on October\xa010th from\xa05\xa0pm to\xa07\xa0pm titled 'Lady Liberty Photoshoot' with description 'Sunset portraits at the monument'. -> Great! 'Lady Liberty Photoshoot' is on October\xa010,\xa02023, 5:00\xa0PM–7:00\xa0PM at Statue of Liberty National Monument, New York, NY\xa010004, USA. content://calendar/event/207""]"	Open that photography session event.	Open content://calendar/event/207 photography session event.	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/207'}}	search_location-1140-ACTION_INSERT_EVENT-1-ACTION_VIEW_EVENT-1	['ACTION_VIEW_RECENT_APPS', 'ACTION_SHOW_TIMERS', 'get_contact_info_from_uri', 'ACTION_VIEW_EVENT', 'ACTION_SET_RINGTONE']
"['turn 1: Where exactly is the Taj Mahal located? -> Taj Mahal: Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India.', ""turn 2: Add an event called 'Sunrise Visit' at Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India next Friday at 6 AM for 1 hour with description 'Experience Taj Mahal at sunrise'. -> Great! 'Sunrise Visit' (Experience Taj Mahal at sunrise) is on your schedule for next Friday, April 5, 2024, 6:00\xa0AM–7:00\xa0AM at Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh 282001, India. content://calendar/event/107""]"	Open that event for me.	Open content://calendar/event/107 for me.	{'plan': 'ACTION_VIEW_EVENT', 'arguments': {'event_uri': 'content://calendar/event/107'}}	search_location-1160-ACTION_INSERT_EVENT-1-ACTION_VIEW_EVENT-1	['ACTION_VIEW_EVENT', 'ACTION_SET_RINGTONE', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_DOCUMENT', 'ACTION_EDIT_VIDEO']
"[""turn 1: Open 'Lofi Hip Hop'. -> Loaded 'Lofi Hip Hop': Midnight Coffee; Rainy Nights; Study Vibes"", 'turn 2: Play Rainy Nights -> Playing ‘Rainy Nights’—let the chill begin.']"	What songs are in this playlist?	What songs are in 'Lofi Hip Hop'?	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Lofi Hip Hop'}}	ACTION_VIEW_PLAYLIST-2156-play_music-1-ACTION_VIEW_PLAYLIST-1	['ACTION_INSERT_EVENT', 'ACTION_VIEW_PLAYLIST', 'dial', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_ALARM']
"[""turn 1: I want to see what's on my 'Rainy Day Reads' playlist. -> Playlist 'Rainy Day Reads': Norah Jones – Don't Know Why; Jack Johnson – Banana Pancakes; John Mayer – Slow Dancing in a Burning Room; Damien Rice – The Blower's Daughter"", ""turn 2: Play Damien Rice – The Blower's Daughter on Spotify -> Now playing 'The Blower’s Daughter' on Spotify.""]"	List the songs on there.	List the songs on playlist 'Rainy Day Reads'.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Rainy Day Reads'}}	ACTION_VIEW_PLAYLIST-2126-play_music-1-ACTION_VIEW_PLAYLIST-1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_PLAYLIST', 'ACTION_INSERT_CONTACT', 'send_message', 'dial']
"[""turn 1: Open the Chill Vibes playlist. -> Relaxing tunes from 'Chill Vibes': Lovely; Sunflower; Gravity; Midnight City; Location."", ""turn 2: Let's listen to Midnight City. -> Alright, streaming ‘Midnight City’ for you now.""]"	Show me the tracks in it.	Show me the tracks in 'Chill Vibes'.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Chill Vibes'}}	ACTION_VIEW_PLAYLIST-2106-play_music-1-ACTION_VIEW_PLAYLIST-1	['web_search', 'ACTION_VIEW_PLAYLIST', 'play_video', 'ACTION_IMAGE_CAPTURE', 'dial']
['turn 1: Display the list of apps opened recently. -> Here’s the list of apps you opened lately: Slack; Zoom; Drive; Docs.', 'turn 2: Open Docs. -> Docs is open and ready for you.']	Bring up those recent apps again.	Bring up Slack; Zoom; Drive; Docs again.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	ACTION_VIEW_RECENT_APPS-2183-launch_application-1-ACTION_VIEW_RECENT_APPS-1	['get_contact_info', 'ACTION_VIEW_WEB_HISTORY', 'play_video', 'ACTION_VIEW_RECENT_APPS', 'ACTION_OPEN_DOCUMENT']
['turn 1: Bring up the last used apps on screen. -> Here’s your recent app lineup: Amazon; eBay; Etsy; AliExpress.', 'turn 2: Launch AliExpress. -> AliExpress app opened successfully. Start shopping!']	I'd like to see the apps I accessed before that.	I'd like to see the apps I accessed before AliExpress.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	ACTION_VIEW_RECENT_APPS-2186-launch_application-1-ACTION_VIEW_RECENT_APPS-1	['open_settings', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_PICK', 'ACTION_VIEW_RECENT_APPS']
"['turn 1: Tell me what websites I visited earlier. -> You visited: Hacker News (top stories); Dev.to (TypeScript tutorial); Coursera (Deep Learning course).', ""turn 2: Search Dev.to (TypeScript tutorial) again. -> Search results for 'TypeScript tutorial Dev.to': Guides on TypeScript setup, advanced typings, and practical code examples.""]"	Can you pull up what pages I visited recently?	Can you pull up Hacker News (top stories); Dev.to (TypeScript tutorial); Coursera (Deep Learning course)?	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	ACTION_VIEW_WEB_HISTORY-2078-web_search-1-ACTION_VIEW_WEB_HISTORY-1	['send_email', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_CONTACT']
"['turn 1: Fetch my recent web history. -> Recent web history: LinkedIn (job postings); Pinterest (home decor ideas); Quora (AI discussion).', ""turn 2: Search Quora (AI discussion) for more details. -> Here are the results for 'AI discussion Quora': Threads on AI ethics, machine learning techniques, and community insights.""]"	I'd like to see my recent web history.	I'd like to see Recent web history: LinkedIn (job postings); Pinterest (home decor ideas); Quora (AI discussion).	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	ACTION_VIEW_WEB_HISTORY-2077-web_search-1-ACTION_VIEW_WEB_HISTORY-1	['ACTION_EDIT_CONTACT', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_ALARM', 'ACTION_OPEN_CONTENT']
"[""turn 1: Play 'Shape of You' by Ed Sheeran. -> Alright, playing Shape of You by Ed Sheeran."", 'turn 2: Show me a complete summary for /data/alex. -> Here’s Alex’s contact summary: Phone 415‑555‑1212, Email alex.williams@example.com, Address 123 Maple Street, Springfield, IL.']"	Could you dial him?	Could you dial 415‑555‑1212?	{'plan': 'dial', 'arguments': {'phone_number': '415‑555‑1212'}}	play_music-1351-get_contact_info-1_NR-dial-1	['dial', 'ACTION_SET_TIMER', 'ACTION_SET_RINGTONE', 'ACTION_PICK', 'ACTION_INSERT_EVENT']
['turn 1: Show me a list of contact cards so I can pick one. -> Sure—here’s your contact list. Tap the card you’d like to select.', 'turn 2: Can you retrieve complete contact info for /directory/carmen? -> Sure thing! Here’s Carmen’s full contact card:\nName: Carmen Rodriguez\nPhone: +1-415-555-0199\nEmail: carmen.rodriguez@workmail.com\nAddress: 234 Elm Street, San Francisco, CA 94102']	Can you give her a call?	Can you give +1-415-555-0199 a call?	{'plan': 'dial', 'arguments': {'phone_number': '+1-415-555-0199'}}	ACTION_PICK-531-get_contact_info-1_NR-dial-1	['ACTION_VIEW_RECENT_APPS', 'ACTION_SET_ALARM', 'get_contact_info', 'dial', 'send_email']
"[""turn 1: Could you plan a 'Volunteer Day' on September 1, 2024, 8AM – 2PM at Community Center? Set description: Beach cleanup drive. -> Event 'Volunteer Day' scheduled for September 1, 2024, 8:00\xa0AM–2:00\xa0PM at Community Center (Beach cleanup drive). Details at content://calendar/event/1008"", 'turn 2: Get me the contact summary for /contacts/henry. -> Henry’s contact summary: Henry Miller – Phone: +1 (212) 555‑0199, Email: henry.miller@oldbooks.org, Address: 15 Elm Street, New York, NY 10001.']"	Call him.	Call +1 (212) 555‑0199.	{'plan': 'dial', 'arguments': {'phone_number': '+1 (212) 555‑0199'}}	ACTION_INSERT_EVENT-473-get_contact_info-1_NR-dial-1	['ACTION_SET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_EDIT_DOCUMENT', 'search_location', 'dial']
['turn 1: Execute script install.sh from content://scripts/install.sh -> Opening script install.sh at content://scripts/install.sh.', 'turn 2: I need to dial someone soon; select their phone number from my phonebook. -> Dialer contact selector is up. You picked content://contacts/phone/55.']	Get that phone number	Get content://contacts/phone/55 phone number	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/phone/55'}}	ACTION_OPEN_CONTENT-251-ACTION_PICK-1_NR-get_contact_info_from_uri-1	['get_contact_info_from_uri', 'ACTION_VIEW_RECENT_APPS', 'ACTION_SET_RINGTONE', 'ACTION_GET_RINGTONE', 'web_search']
"[""turn 1: Please play Eminem's 'Lose Yourself'. -> Now spinning Lose Yourself by Eminem."", ""turn 2: Display my 'Workout Hits' playlist -> Here’s 'Workout Hits': Stronger; On Top of the World; Pump It; Remember the Name.""]"	Play the third track	Play Pump It	{'plan': 'play_music', 'arguments': {'track': 'Pump It'}}	play_music-1358-ACTION_VIEW_PLAYLIST-1-play_music-1	['play_music', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS', 'ACTION_VIDEO_CAPTURE', 'ACTION_OPEN_DOCUMENT']
['turn 1: Open the default video UI -> Opening the default video player interface now.', 'turn 2: Edit file:///sdcard/movies/vacation.mov. -> Launching the editor for vacation.mov—ready for your edits.']	Play the edited video	Play file:///sdcard/movies/vacation.mov	{'plan': 'play_video', 'arguments': {'video_uri': 'file:///sdcard/movies/vacation.mov'}}	play_video-1445-ACTION_EDIT_VIDEO-1-play_video-1	['send_email', 'play_video', 'ACTION_GET_CONTENT', 'ACTION_VIEW_EVENT', 'launch_application']
['turn 1: Record a long video session and store in content://sessions/sessionA.mp4. -> Launching camera now; your session will be recorded and saved to content://sessions/sessionA.mp4.', 'turn 2: Trim content://sessions/sessionA.mp4 from 30 seconds to 2 minutes -> Trim complete! Video segment at content://sessions/sessionA_30s-120s.mp4']	Could you play the segment?	Could you play content://sessions/sessionA_30s-120s.mp4?	{'plan': 'play_video', 'arguments': {'video_uri': 'content://sessions/sessionA_30s-120s.mp4'}}	ACTION_VIDEO_CAPTURE-737-ACTION_EDIT_VIDEO-1-play_video-1	['ACTION_VIDEO_CAPTURE', 'play_video', 'open_settings', 'send_message', 'ACTION_SHOW_TIMERS']
['turn 1: Take a video of this and save as content://xyz/clip.mp4. -> Here’s your video: content://xyz/clip.mp4.', 'turn 2: Trim content://xyz/clip.mp4 from 5 seconds to 15 seconds -> Trimming complete! Your 5–15s clip is saved as content://xyz/clip_edited.mp4.']	Start playback of that clip	Start playback of content://xyz/clip_edited.mp4 clip	{'plan': 'play_video', 'arguments': {'video_uri': 'content://xyz/clip_edited.mp4'}}	ACTION_VIDEO_CAPTURE-715-ACTION_EDIT_VIDEO-1-play_video-1	['ACTION_VIEW_EVENT', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_DOCUMENT', 'play_video', 'ACTION_SHOW_TIMERS']
"['turn 1: Can you start playing the video at https://example.com/trailers/trailer.mp4? -> Streaming https://example.com/trailers/trailer.mp4—playback has begun.', ""turn 2: Cut https://example.com/trailers/trailer.mp4 between the 10-second and 20-second marks. -> Trimmed trailer from 10\xa0s to 20\xa0s. Here's the new clip: content://media/edited_trailer_10-20s.mp4.""]"	Play the new snippet	Play content://media/edited_trailer_10-20s.mp4.	{'plan': 'play_video', 'arguments': {'video_uri': 'content://media/edited_trailer_10-20s.mp4'}}	play_video-1407-ACTION_EDIT_VIDEO-1-play_video-1	['search_location', 'play_video', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'play_music']
['turn 1: Begin playback of mms://streaming.server.com/channel1.smil with RealPlayer. -> Launching RealPlayer and starting playback of mms://streaming.server.com/channel1.smil.', 'turn 2: Trim mms://streaming.server.com/channel1.smil to only include 15 to 45 seconds. -> Opening the editor for channel1.smil—extracting the 15s–45s portion now.']	Play it with RealPlayer.	Play mms://streaming.server.com/channel1.smil with RealPlayer.	{'plan': 'play_video', 'arguments': {'video_uri': 'mms://streaming.server.com/channel1.smil', 'app': 'RealPlayer'}}	play_video-1424-ACTION_EDIT_VIDEO-1-play_video-1	['ACTION_CREATE_DOCUMENT', 'play_music', 'play_video', 'ACTION_SET_RINGTONE', 'send_email']
"[""turn 1: Add Ellen Ripley: email ellen@weylandyutani.com and note 'Warrant officer'. -> Ellen Ripley’s contact has been created (Warrant officer). Lookup ID: content://contacts/people/ellen_ripley"", 'turn 2: View content://contacts/people/ellen_ripley contact details -> Here are Ellen Ripley’s details: content://contacts/people/ellen_ripley']"	Open her address in maps	Open content://contacts/people/ellen_ripley's address in maps	"{'plan': 'search_location', 'arguments': {'query': ""content://contacts/people/ellen_ripley's address""}}"	ACTION_INSERT_CONTACT-424-ACTION_VIEW_CONTACT-1-search_location-1	['search_location', 'ACTION_VIEW_PLAYLIST', 'get_contact_info', 'ACTION_INSERT_EVENT', 'ACTION_SET_TIMER']
"['turn 1: Open the GZ compressed archive content://archives/backup.tar.gz -> Opening compressed archive backup.tar.gz at content://archives/backup.tar.gz.', ""turn 2: Register an event 'Product Launch Meeting' with the description 'Final preparations for the launch event'. The meeting is at Main Office, and it should run from 1701300000000 to 1701305400000. -> 'Product Launch Meeting' added on November 29, 2023 at Main Office. content://calendar/events/107""]"	Could you show me where it is located on the map?	Could you show me where Main Office is located on the map?	{'plan': 'search_location', 'arguments': {'query': 'Main Office'}}	ACTION_OPEN_CONTENT-258-ACTION_INSERT_EVENT-1_NR-search_location-1	['ACTION_GET_RINGTONE', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'launch_application', 'search_location']
"[""turn 1: Can you help me edit the contact content://contacts/people/mary_bell? I want to add her work email mary@bellcorp.com. -> Got it, launching Mary's contact. You can add her work email mary@bellcorp.com right away."", 'turn 2: Let me view the contact info of content://contacts/people/mary_bell -> All right, here’s Mary Bell’s contact details for you to review (content://contacts/people/mary_bell).']"	Show me where she lives.	Show me where Mary Bell lives.	"{'plan': 'search_location', 'arguments': {'query': ""Mary Bell's address""}}"	ACTION_EDIT_CONTACT-57-ACTION_VIEW_CONTACT-1-search_location-1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_SET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location']
"['turn 1: Provide me with the active timer list. -> Your active timers: 10 minutes - Workout, 5 minutes - Tea, 20 minutes - Baking.', ""turn 2: Help me pick a single plain text document from my storage. -> Certainly. Here's the file browser for text documents—pick the one you’d like.""]"	Email it to john.doe@example.com with the subject 'Document for review' and say in the body 'Please review and provide feedback.'	Email a single plain text document from my storage to john.doe@example.com with the subject 'Document for review' and say in the body 'Please review and provide feedback.'	{'plan': 'send_email', 'arguments': {'to': 'john.doe@example.com', 'subject': 'Document for review', 'body': 'Please review and provide feedback.'}}	ACTION_SHOW_TIMERS-1883-ACTION_OPEN_DOCUMENT-1_NR-send_email-1	['send_email', 'web_search', 'get_contact_info', 'ACTION_CREATE_DOCUMENT', 'get_contact_info_from_uri']
"[""turn 1: Common symptoms associated with type 2 diabetes. -> Searching for 'common symptoms of type 2 diabetes'... Preview: fatigue, frequent urination, increased thirst, blurred vision and slow-healing wounds are commonly listed."", 'turn 2: I want to choose one PDF document for permanent access. Please open the file chooser. -> Opening the PDF-only picker. Choose a single PDF document for permanent access.']"	Email it to bob@example.com saying 'Here's the PDF you requested'	Email the PDF document to bob@example.com saying 'Here's the PDF you requested'	"{'plan': 'send_email', 'arguments': {'to': 'bob@example.com', 'body': ""Here's the PDF you requested""}}"	web_search-1326-ACTION_OPEN_DOCUMENT-1_NR-send_email-1	['ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_CALL_LOG', 'send_email', 'ACTION_EDIT_CONTACT']
['turn 1: I need to speak with tech support: 1800-123-000. -> Dialing tech support at 1800-123-000 now...', 'turn 2: I need to select an image from my device for an upcoming editing session. -> On it! Opening your photo gallery picker—select the image you want to edit.']	Send it to teammate@domain.com with the message 'Here's the photo for editing.'	Send the image from my device to teammate@domain.com with the message 'Here's the photo for editing.'	"{'plan': 'send_email', 'arguments': {'to': 'teammate@domain.com', 'body': ""Here's the photo for editing.""}}"	dial-934-ACTION_OPEN_DOCUMENT-1_NR-send_email-1	['send_email', 'ACTION_SET_TIMER', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_CONTACT', 'send_message']
"[""turn 1: Load my 'Chillstep Sunset' playlist. -> Loaded 'Chillstep Sunset': Weightless; Silhouettes; Flying Away."", 'turn 2: I want to open a file picker for my images; if possible, allow selecting multiple images. -> Sure thing! Opening the image picker now—feel free to select multiple pictures.']"	Email them to friend@example.com with a note 'Check these out.'	Email the images to friend@example.com with a note 'Check these out.'	{'plan': 'send_email', 'arguments': {'to': 'friend@example.com', 'body': 'Check these out.'}}	ACTION_VIEW_PLAYLIST-2150-ACTION_OPEN_DOCUMENT-1_NR-send_email-1	['ACTION_SET_TIMER', 'send_email', 'dial', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_WEB_HISTORY']
['turn 1: Let me pick a melody from the ringtone list. -> Sure—opening the melody list so you can pick a ringtone.', 'turn 2: I need to retrieve a PDF document from my cloud storage. Let me pick one file, please. -> On it—opening the PDF selector. Please pick the file from your cloud storage.']	Send it to +441234567890 with the message 'Here’s the document for review.'	Send the PDF document from my cloud storage to +441234567890 with the message 'Here’s the document for review.'	{'plan': 'send_message', 'arguments': {'to': '+441234567890', 'message': 'Here’s the document for review.'}}	ACTION_GET_RINGTONE-324-ACTION_OPEN_DOCUMENT-1_NR-send_message-1	['send_message', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_WEB_HISTORY', 'play_video']
['turn 1: Do a quick retrieval of my call logs. -> Recent call logs: Victor +1-702-555-0111 (Incoming) - Today 1:00 PM; Wendy +1-213-555-0144 (Missed) - Today 6:30 AM; Xavier +1-512-555-0162 (Outgoing) - Yesterday 9:10 PM', 'turn 2: I want to select one document that is in text format. Open my document picker. -> No problem—launching the text document picker. Go ahead and pick the file you’d like.']	Send it to David saying 'Please see the attached text file.'	Send the text document to David saying 'Please see the attached text file.'	{'plan': 'send_message', 'arguments': {'to': 'David', 'message': 'Please see the attached text file.'}}	ACTION_VIEW_CALL_LOG-1938-ACTION_OPEN_DOCUMENT-1_NR-send_message-1	['send_message', 'ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Could you change the company of contact content://contacts/people/steph to GameWorks and update the address to 50 Arcade Dr? -> Opening the editor for Steph (content://contacts/people/steph) with company GameWorks and address 50 Arcade Dr.', 'turn 2: I want to launch a file picker to select a PDF document from my cloud storage. -> Picker ready. You selected: content://drive/Proposal.pdf']	Forward it to +1 (555) 333-0000 saying 'Here's the proposal for your review.'	Forward content://drive/Proposal.pdf to +1 (555) 333-0000 saying 'Here's the proposal for your review.'	"{'plan': 'send_message', 'arguments': {'to': '+1 (555) 333-0000', 'message': ""Here's the proposal for your review."", 'attachments': ['content://drive/Proposal.pdf']}}"	ACTION_EDIT_CONTACT-91-ACTION_OPEN_DOCUMENT-1_NR-send_message-1	['ACTION_SET_TIMER', 'play_video', 'send_message', 'ACTION_VIEW_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"[""turn 1: Search for machine learning conferences happening in 2024. -> Fetching search results for 'machine learning conferences happening in 2024': lists upcoming events, dates, locations, and registration links."", ""turn 2: Open my browsing history -> Here are your latest browsing entries: mlconf.com – 'Machine Learning Conferences 2024'; Conference Alerts – AI & ML events; ACM Digital Library – conference proceedings""]"	Search that first site again.	Search mlconf.com – 'Machine Learning Conferences 2024' again.	{'plan': 'web_search', 'arguments': {'query': 'Machine Learning Conferences 2024 site:mlconf.com'}}	web_search-1309-ACTION_VIEW_WEB_HISTORY-1-web_search-1	['play_video', 'ACTION_SET_RINGTONE', 'ACTION_VIEW_PLAYLIST', 'ACTION_IMAGE_CAPTURE', 'web_search']
"[""turn 1: Show nearby vegan eateries in San Francisco. -> Opening search for 'nearby vegan eateries in San Francisco': revealing restaurant names, customer ratings, and distances."", 'turn 2: List my browsing history -> Your recent pages: Yelp – Vegan Restaurants in San Francisco; HappyCow – SF vegan eateries; Google Maps – Vegan spots nearby']"	Search that HappyCow page again.	Search HappyCow – SF vegan eateries again.	{'plan': 'web_search', 'arguments': {'query': 'HappyCow SF vegan eateries'}}	web_search-1313-ACTION_VIEW_WEB_HISTORY-1-web_search-1	['ACTION_GET_CONTENT', 'send_message', 'ACTION_OPEN_CONTENT', 'web_search', 'ACTION_OPEN_DOCUMENT']
