source_file	conversation_history	query	rewrited_query	answer	unique_idx	candidates
it4_complex_1_tc.tsv	['turn 1: Hey assistant, launch WhatsApp so I can message John. -> WhatsApp launched. You can message John now.', 'turn 2: Show me content://calendar/event/4. -> Dentist Check‑Up: August 1, 2024, 11:00\xa0AM at Smile Dental Clinic. Routine cleaning.', 'turn 3: I want to browse the internet quickly; please open the Opera browser. -> Opera app opened successfully. You can browse the internet now.']	Which apps have I accessed recently?	Which apps have I accessed recently?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T4_R1_S2_I000516-ACTION_VIEW_RECENT_APPS-1	['ACTION_GET_CONTENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_RECENT_APPS', 'ACTION_SHOW_TIMERS']
it4_complex_1_tc.tsv	['turn 1: Open Instagram, I need to upload a new photo. -> Instagram is open. Go ahead and upload your photo.', 'turn 2: I require a full summary of the contact details from /contacts/adam. -> Contact summary for Adam — Email: adam.johnson@domain.com; Phone: 310‑555‑3456; Address: 789 Elm Road, Los Angeles, CA\xa090001.', 'turn 3: Fire up the Calendar so I can review my upcoming events. -> Calendar app opened—here are your upcoming events.']	Show me my recently used apps.	Show me my recently used apps.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T4_R1_S2_I000517-ACTION_VIEW_RECENT_APPS-1	['play_music', 'ACTION_VIEW_RECENT_APPS', 'ACTION_EDIT_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE']
it4_complex_1_tc.tsv	['turn 1: Could you please start Spotify on my device? -> Spotify is now up and running.', 'turn 2: Can you show me apps I’ve opened since Microsoft Excel launched successfully? -> Since Excel: PowerPoint; Teams; Outlook; Chrome.', 'turn 3: Initiate the Music Player so I can enjoy some tunes. -> Music Player is now open—enjoy listening.']	Show me my recently used apps.	Show me my recently used apps.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T4_R1_S2_I000518-ACTION_VIEW_RECENT_APPS-1	['ACTION_SET_RINGTONE', 'get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'launch_application', 'ACTION_VIEW_RECENT_APPS']
it4_complex_1_tc.tsv	['turn 1: Are there any timers going on now? -> Yes—there are 2 timers running: Pasta with 6 minutes to go and Workout countdown at 14 minutes.', 'turn 2: I need to capture a moving scene. Launch the video camera app for me. -> Launching video camera. Ready for action!', 'turn 3: I want to view all the timers that are active at this time. -> All set! Timers running: [3 minutes – Coffee brew, 45 minutes – Project sync, 90 minutes – Deep work].']	Add a 20-minute timer for study	Add a 20-minute timer for study	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '20 minutes', 'EXTRA_MESSAGE': 'study'}}	SWAP_T4_R1_S2_I000537-ACTION_SET_TIMER-1	['ACTION_OPEN_DOCUMENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_TIMER', 'get_contact_info', 'ACTION_GET_RINGTONE']
it4_complex_1_tc.tsv	['turn 1: Reveal all active timers. -> Revealing your active timers: Tea steeping – 5 min, Reading interval – 18 min, Rest break – 2 min.', 'turn 2: Hey, please activate the video recording mode on my device. -> Activating video recording mode… camera is live!', 'turn 3: Display a summary of my currently running timers. -> Summary of active timers: [2 minutes – Cough syrup reminder, 10 minutes – Screen break, 25 minutes – Potato roast].']	Start a 30-minute timer for presentation prep	Start a 30-minute timer for presentation prep	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '30 minutes', 'EXTRA_MESSAGE': 'presentation prep'}}	SWAP_T4_R1_S2_I000538-ACTION_SET_TIMER-1	['ACTION_SET_RINGTONE', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_ALARM', 'ACTION_SET_TIMER']
it4_complex_1_tc.tsv	"['turn 1: Help me choose a new alarm sound from my installed tunes. -> Sure thing! Here’s your ringtone list—pick the perfect alarm tone.', 'turn 2: Set content://media/beat_drop.mp3 as my ringtone -> Ringtone switched to ""beat_drop.mp3"".', 'turn 3: Pick another ringtone instead of content://media/beat_drop.mp3 -> Here’s the ringtone selector again—browse through and choose your next ringtone.']"	Set content://media/piano_alarm.mp3 as my alarm ringtone	Set content://media/piano_alarm.mp3 as my alarm ringtone	{'plan': 'ACTION_SET_RINGTONE', 'arguments': {'ringtone_uri': 'content://media/piano_alarm.mp3'}}	SWAP_T4_R1_S2_I000570-ACTION_SET_RINGTONE-1	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_EVENT', 'ACTION_SET_RINGTONE']
it4_complex_1_tc.tsv	"['turn 1: Can I get the ringtone picker now to select a track? -> Absolutely—launching the ringtone picker for you now.', 'turn 2: Make content://media/ringtone_ocean.wav my default ringtone -> Your default ringtone is now set to ""ringtone_ocean.wav"".', ""turn 3: Actually, I'd like a different sound instead of content://media/ringtone_ocean.wav -> Sure—launching the ringtone selector. Feel free to pick a different sound.""]"	Set content://media/classic_bell.mp3 as my default ringtone	Set content://media/classic_bell.mp3 as my default ringtone	{'plan': 'ACTION_SET_RINGTONE', 'arguments': {'ringtone_uri': 'content://media/classic_bell.mp3'}}	SWAP_T4_R1_S2_I000571-ACTION_SET_RINGTONE-1	['ACTION_SET_RINGTONE', 'dial', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_CONTACT']
it4_complex_1_tc.tsv	"['turn 1: Could you send a motivational quote to my friend Lisa at 555-987-6543? -> Motivational quote delivered to 555-987-6543.', 'turn 2: Add work email work@example.com to content://contacts/people/1033 -> Work email added successfully! You can see it at content://contacts/people/1033', ""turn 3: Send content://contacts/people/1033 a message saying 'Hi, your work email has been updated successfully.' -> Update sent to content://contacts/people/1033.""]"	What messages have I sent today?	What messages have I sent today?	{'plan': 'ACTION_VIEW_SENT_MESSAGES', 'arguments': {}}	SWAP_T4_R1_S2_I000581-ACTION_VIEW_SENT_MESSAGES-1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_CONTACT', 'dial', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_EDIT_CONTACT']
it4_complex_2_tc.tsv	['turn 1: Could you forward me the annual report at file:///annual_report.pdf to cfo@enterprise.com? -> Annual report forwarded to cfo@enterprise.com successfully.', 'turn 2: Begin the photo capturing tool on my device as a still image camera. -> Still image camera started successfully. Ready for your shot.', 'turn 3: For a quick recording, please turn on the video camera on my device. -> Video camera started. Go ahead and record.']	Pick the photo I just shot.	Pick the photo I just shot.	{'plan': 'ACTION_GET_CONTENT', 'arguments': {'mime_type': 'image/*'}}	SWAP_T4_R2_S3_I000780-ACTION_GET_CONTENT-1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location', 'ACTION_GET_CONTENT', 'ACTION_VIEW_SENT_EMAILS', 'get_contact_info']
it4_complex_2_tc.tsv	"['turn 1: Reset the contact form for Henry: content://contacts/people/henry. I don’t need to pre-fill anything. -> Resetting Henry’s contact form now. No prefilled details, ready for your input.', ""turn 2: Where can I find Henry on a map? -> Sorry, I couldn’t find any map entry for 'Henry'."", 'turn 3: Where is Main Office Conference Room exactly? -> Main Office Conference Room is on the 5th floor at 200 Business Park Dr, Metropolis, NY 10003.']"	Add an event titled 'Call with Henry' with description 'Discuss project updates' tomorrow from 3 PM to 4 PM	Add an event titled 'Call with Henry' with description 'Discuss project updates' tomorrow from 3 PM to 4 PM	{'plan': 'ACTION_INSERT_EVENT', 'arguments': {'TITLE': 'Call with Henry', 'DESCRIPTION': 'Discuss project updates', 'BEGIN_TIME': 1716217200000, 'END_TIME': 1716220800000}}	SWAP_T4_R2_S3_I000815-ACTION_INSERT_EVENT-1	['ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'ACTION_INSERT_CONTACT', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT']
it4_complex_2_tc.tsv	"[""turn 1: Kindly create an Excel spreadsheet titled Budget.xlsx. -> Your new spreadsheet 'Budget.xlsx' has been created. You can access it here: content://documents/Budget.xlsx"", 'turn 2: Email content://documents/Budget.xlsx to finance@company.com with a quick note summarizing the budget. -> Done! Your email with the budget summary and Budget.xlsx attached has been sent to finance@company.com.', ""turn 3: Email content://external_media/100/photos/scene_01.jpg to editor@example.com with subject 'Review request.' -> Your email with the attachment has been sent to editor@example.com.""]"	Can you show me my sent emails?	Can you show me my sent emails?	{'plan': 'ACTION_VIEW_SENT_EMAILS', 'arguments': {}}	SWAP_T4_R2_S3_I000821-ACTION_VIEW_SENT_EMAILS-1	['ACTION_PICK', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_PLAYLIST', 'ACTION_SHOW_ALARMS']
it4_complex_2_tc.tsv	['turn 1: Open Microsoft Excel for some spreadsheet work. -> Microsoft Excel launched successfully. You can start editing your sheets.', 'turn 2: Can you show me apps I’ve opened since Microsoft Excel launched successfully? -> No apps have been launched since Microsoft Excel.', 'turn 3: Could you list Calculator; Notes; Files; Settings.? -> Recent apps: Calculator; Notes; Files; Settings.']	Open Google Chrome.	Open Google Chrome.	{'plan': 'launch_application', 'arguments': {'application_name': 'Google Chrome'}}	SWAP_T4_R2_S3_I000880-launch_application-1	['ACTION_SHOW_ALARMS', 'ACTION_EDIT_VIDEO', 'play_video', 'launch_application', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
it5_complex_1_tc.tsv	"['turn 1: Help me choose a new alarm sound from my installed tunes. -> Sure thing! Here’s your ringtone list—pick the perfect alarm tone.', 'turn 2: Map (202) 555-0175 -> That number is tied to Washington, D.C., but no exact address is available.', ""turn 3: Please update my incoming ringtone using the audio file at content://media/first_note. -> All set—your ringtone has been set to 'first_note' (content://media/first_note)."", 'turn 4: content://media/first_note is not quite right, let me choose another tone. -> Your ringtone updated to content://media/second_note.']"	Set content://media/piano_alarm.mp3 as my alarm ringtone	Set content://media/piano_alarm.mp3 as my alarm ringtone	{'plan': 'ACTION_SET_RINGTONE', 'arguments': {'ringtone_uri': 'content://media/piano_alarm.mp3'}}	SWAP_T5_R1_S2_I001008-ACTION_SET_RINGTONE-1	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_EVENT', 'ACTION_SET_RINGTONE']
it5_complex_1_tc.tsv	['turn 1: Hey assistant, launch WhatsApp so I can message John. -> WhatsApp launched. You can message John now.', 'turn 2: Launch Camera. -> Camera is up and running.', 'turn 3: Can you show me Camera; Chrome; WhatsApp; Settings I accessed before? -> Here’s the list of apps you accessed previously: Camera; Chrome; WhatsApp; Settings.', 'turn 4: Launch Chrome. -> Chrome has been opened—happy browsing!']	Which apps have I accessed recently?	Which apps have I accessed recently?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T5_R1_S2_I001046-ACTION_VIEW_RECENT_APPS-1	['ACTION_GET_CONTENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_RECENT_APPS', 'ACTION_SHOW_TIMERS']
it5_complex_1_tc.tsv	"['turn 1: Open Instagram, I need to upload a new photo. -> Instagram is open. Go ahead and upload your photo.', 'turn 2: I need to open both text and PDF files, and I want to be able to select multiple documents. -> Okay, launching the file picker for both text and PDF documents. Feel free to select as many as you like.', ""turn 3: Also, create one as a PDF named CombinedReport.pdf. -> Done! Here's your freshly created PDF 'CombinedReport.pdf': content://documents/CombinedReport.pdf."", 'turn 4: Activate the File Manager to browse through my documents. -> File Manager launched successfully. You can now browse your documents.']"	Show me my recently used apps.	Show me my recently used apps.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T5_R1_S2_I001047-ACTION_VIEW_RECENT_APPS-1	['play_music', 'ACTION_VIEW_RECENT_APPS', 'ACTION_EDIT_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE']
it5_complex_1_tc.tsv	['turn 1: Hey, can you place a call to +1 (415) 555-2671 for me? -> Calling +1 (415) 555-2671 now...', 'turn 2: Show me the details for the contact I picked (content://contacts/people/5). -> Displaying selected contact details: content://contacts/people/5', 'turn 3: Add a phone number +1-555-1234 to content://contacts/people/5 -> Phone number +1-555-1234 has been successfully added. Check it here: content://contacts/people/5', 'turn 4: Dial +1-555-1234 -> Dialing +1-555-1234...']	Show me my recent calls.	Show me my recent calls.	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	SWAP_T5_R1_S2_I001082-ACTION_VIEW_CALL_LOG-1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_CALL_LOG', 'ACTION_GET_RINGTONE', 'ACTION_GET_CONTENT']
it5_complex_1_tc.tsv	['turn 1: Could you please start Spotify on my device? -> Spotify is now up and running.', 'turn 2: Open Outlook. -> Outlook launched successfully.', 'turn 3: What have I accessed recently after Outlook? -> After Outlook, you accessed Teams, Word, and Excel. Full recent apps: Outlook; Teams; Word; Excel.', 'turn 4: Launch Teams. -> Teams has started successfully.']	Show me my recently used apps.	Show me my recently used apps.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T5_R1_S2_I001084-ACTION_VIEW_RECENT_APPS-1	['ACTION_SET_RINGTONE', 'get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'launch_application', 'ACTION_VIEW_RECENT_APPS']
it5_complex_1_tc.tsv	['turn 1: Could you ring 5554321? -> Calling 5554321...', 'turn 2: I require the address details of the contact at /user/info/samuel. -> Samuel’s address is 1600 Amphitheatre Parkway, Mountain View, CA 94043.', 'turn 3: Update the contact at /user/info/samuel to add email samuel@google.com and phone 650-253-0000. -> Updated /user/info/samuel with email samuel@google.com and phone 650-253-0000.', 'turn 4: Place a call to 650-253-0000 -> Initiating call to 650-253-0000...']	I want to check my call history.	I want to check my call history.	{'plan': 'ACTION_VIEW_CALL_LOG', 'arguments': {}}	SWAP_T5_R1_S2_I001085-ACTION_VIEW_CALL_LOG-1	['ACTION_GET_CONTENT', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_CALL_LOG', 'ACTION_CREATE_DOCUMENT']
it5_complex_1_tc.tsv	['turn 1: Please open the camera application for me. -> Camera app is now open. Say cheese!', 'turn 2: Open TikTok. -> TikTok app opened successfully.', 'turn 3: Please list Spotify; Instagram; WhatsApp; TikTok. -> Recent apps: Spotify; Instagram; WhatsApp; TikTok.', 'turn 4: Switch to WhatsApp. -> WhatsApp is now open.']	Could you list my recent apps?	Could you list my recent apps?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	SWAP_T5_R1_S2_I001087-ACTION_VIEW_RECENT_APPS-1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIDEO_CAPTURE', 'ACTION_GET_CONTENT', 'get_contact_info', 'ACTION_VIEW_RECENT_APPS']
it5_complex_1_tc.tsv	['turn 1: I want to start filming a video, can you open the camera? -> Sure thing—opening the video camera now.', 'turn 2: Open content://contacts/people/will_smith details -> Loading Will Smith’s contact information: content://contacts/people/will_smith', 'turn 3: Call 415-333-1212. -> Initiating call to 415-333-1212...', 'turn 4: Turn on the video function of my camera so that I can start recording the demonstration. -> Video camera launched. You’re all set to record your demonstration.']	Start capturing footage now.	Start capturing footage now.	{'plan': 'ACTION_VIDEO_CAPTURE', 'arguments': {}}	SWAP_T5_R1_S2_I001090-ACTION_VIDEO_CAPTURE-1	['ACTION_OPEN_CONTENT', 'ACTION_SET_ALARM', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIDEO_CAPTURE', 'ACTION_VIEW_PLAYLIST']
it5_complex_1_tc.tsv	['turn 1: Are there any timers going on now? -> Yes—there are 2 timers running: Pasta with 6 minutes to go and Workout countdown at 14 minutes.', 'turn 2: Where is the 3-hour timer on my timers list? -> Timer overview: [3 hours – active].', 'turn 3: Also set one for 45 minutes for a break -> 45-minute break timer is now running.', 'turn 4: Show me where the 3-hour timer and the 45-minute break timer stand. -> Running timers at a glance: [3 hours – active, 45 minutes – break].']	Add a 20-minute timer for study	Add a 20-minute timer for study	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '20 minutes', 'EXTRA_MESSAGE': 'study'}}	SWAP_T5_R1_S2_I001104-ACTION_SET_TIMER-1	['ACTION_OPEN_DOCUMENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_TIMER', 'get_contact_info', 'ACTION_GET_RINGTONE']
it5_complex_1_tc.tsv	"['turn 1: Reveal all active timers. -> Revealing your active timers: Tea steeping – 5 min, Reading interval – 18 min, Rest break – 2 min.', 'turn 2: What timers do I have running right now? -> Here’s what’s ticking: Active timers: [4 hours 5 minutes – Timer]', 'turn 3: Add another one for 2 hours for laundry -> Your 2-hour laundry timer is now running.', ""turn 4: Could you list '4 hours 5 minutes – Timer' and '2-hour laundry timer' for me? -> Current timers: [4 hours 5 minutes – Timer, 2 hours – laundry].""]"	Start a 30-minute timer for presentation prep	Start a 30-minute timer for presentation prep	{'plan': 'ACTION_SET_TIMER', 'arguments': {'duration': '30 minutes', 'EXTRA_MESSAGE': 'presentation prep'}}	SWAP_T5_R1_S2_I001107-ACTION_SET_TIMER-1	['ACTION_SET_RINGTONE', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_ALARM', 'ACTION_SET_TIMER']
it5_complex_1_tc.tsv	"['turn 1: Can I get the ringtone picker now to select a track? -> Absolutely—launching the ringtone picker for you now.', ""turn 2: Let's try something different instead of content://media/internal/audio/media/400 -> New ringtone selected: content://media/internal/audio/media/403"", 'turn 3: Use content://media/internal/audio/media/403 as my ringtone -> Great choice! Incoming calls will now use the audio at content://media/internal/audio/media/403.', ""turn 4: Actually, I'd like to pick a different ringtone. -> Okay—opening the ringtone chooser so you can select another one.""]"	Set content://media/classic_bell.mp3 as my default ringtone	Set content://media/classic_bell.mp3 as my default ringtone	{'plan': 'ACTION_SET_RINGTONE', 'arguments': {'ringtone_uri': 'content://media/classic_bell.mp3'}}	SWAP_T5_R1_S2_I001110-ACTION_SET_RINGTONE-1	['ACTION_SET_RINGTONE', 'dial', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_CONTACT']
it5_complex_2_tc.tsv	"['turn 1: Reset the contact form for Henry: content://contacts/people/henry. I don’t need to pre-fill anything. -> Resetting Henry’s contact form now. No prefilled details, ready for your input.', ""turn 2: Where can I find Henry on a map? -> Sorry, I couldn’t find any map entry for 'Henry'."", ""turn 3: Please schedule an event called 'Fitness Bootcamp'. It's described as an intense morning workout session at a local fitness center from 1701800000000 to 1701803600000. -> All set! ‘Fitness Bootcamp’ has been added to your calendar on November 24 at the Local fitness center. You can view it here: content://calendar/event/8"", ""turn 4: What's the exact address of the Local fitness center? -> Local Fitness Center is at 550 Workout Way, Springfield, IL 62701, USA.""]"	Add an event titled 'Call with Henry' with description 'Discuss project updates' tomorrow from 3 PM to 4 PM	Add an event titled 'Call with Henry' with description 'Discuss project updates' tomorrow from 3 PM to 4 PM	{'plan': 'ACTION_INSERT_EVENT', 'arguments': {'TITLE': 'Call with Henry', 'DESCRIPTION': 'Discuss project updates', 'BEGIN_TIME': 1716217200000, 'END_TIME': 1716220800000}}	SWAP_T5_R2_S3_I001282-ACTION_INSERT_EVENT-1	['ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'ACTION_INSERT_CONTACT', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT']
it5_complex_3_tc.tsv	['turn 1: Connect me to emergency services, please call 911. -> Calling 911—please stay on the line.', 'turn 2: Show me the log for the call to 911 -> Call log: Emergency Services 911 (Outgoing) - Today 9:00 PM; Mom +1-213-555-0192 (Incoming) - Today 7:45 PM; Bank +1-800-555-0123 (Missed) - Yesterday 4:30 PM', 'turn 3: Begin the photo capturing tool on my device as a still image camera. -> Still image camera is now open and ready for your photo.', 'turn 4: Enable the camera to operate in still image mode for a photo. -> Your camera is now in still image mode. Feel free to take a picture.']	Capture a photo and save it as content://user/photos/vacation.jpg	Capture a photo and save it as content://user/photos/vacation.jpg	{'plan': 'ACTION_IMAGE_CAPTURE', 'arguments': {'file_uri': 'content://user/photos/vacation.jpg'}}	SWAP_T5_R3_S4_I001550-ACTION_IMAGE_CAPTURE-1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location', 'ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_SENT_EMAILS', 'get_contact_info']
