conversation_history	query	rewrited_query	answer	unique_idx	candidates
['turn 1: Kindly show the alarms that are active. -> Active alarms: [alarm_id: 1 - 6:35 AM, Morning Prayer; alarm_id: 2 - 7:05 AM, Breakfast; alarm_id: 3 - 8:15 AM, Sales Call]']	Launch the File Explorer to help me organize my folders.	Launch the File Explorer to help me organize my folders.	{'plan': 'launch_application', 'arguments': {'application_name': 'File Explorer'}}	ACTION_SHOW_ALARMS-702-launch_application-1_NR	['ACTION_EDIT_VIDEO', 'send_email', 'launch_application', 'ACTION_VIEW_CONTACT', 'ACTION_IMAGE_CAPTURE']
"['turn 1: I want to see the list of SMS I’ve sent out. Show them to me. -> Here\'s what you\'ve sent recently: John – ""+1 (555) 123-4567"" – ""Don\'t forget our lunch tomorrow.""; Sarah – ""+1 (555) 765-4321"" – ""Happy Mother\'s Day!""; Office – ""+1 800-234-5678"" – ""Meeting moved to 3\xa0PM.""']"	Make the Photos app appear; I want to view my gallery.	Make the Photos app appear; I want to view my gallery.	{'plan': 'launch_application', 'arguments': {'application_name': 'Photos'}}	ACTION_VIEW_SENT_MESSAGES-1999-launch_application-1_NR	['ACTION_VIEW_PLAYLIST', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'launch_application', 'send_email', 'ACTION_EDIT_VIDEO']
"['turn 1: Show sent messages. -> Recently sent: Lisa – ""+49 170 1234567"" – ""Can you call me back?""; Team – ""+44 20 7946 0958"" – ""Project update sent.""; Dad – ""+82-10-1234-5678"" – ""Safe travels!""']"	I want to browse the internet quickly; please open the Opera browser.	I want to browse the internet quickly; please open the Opera browser.	{'plan': 'launch_application', 'arguments': {'application_name': 'Opera'}}	ACTION_VIEW_SENT_MESSAGES-2000-launch_application-1_NR	['get_contact_info_from_uri', 'ACTION_IMAGE_CAPTURE', 'get_contact_info', 'open_settings', 'launch_application']
['turn 1: Let me pick multiple PowerPoint slides to merge. -> Let’s merge some slides! Pick all the PowerPoint files you need.']	Open the Voice Recorder so I can capture a quick memo.	Open the Voice Recorder so I can capture a quick memo.	{'plan': 'launch_application', 'arguments': {'application_name': 'Voice Recorder'}}	ACTION_GET_CONTENT-204-launch_application-1_NR	['ACTION_SHOW_TIMERS', 'ACTION_SET_TIMER', 'ACTION_NAVIGATE_TO_LOCATION', 'launch_application', 'ACTION_EDIT_VIDEO']
['turn 1: Retrieve the mobile phone number for content://com.example.contacts/345. -> Mobile number for content://com.example.contacts/345 is 415-555-0123.']	Run the Messaging app so I can reply to my friend.	Run the Messaging app so I can reply to my friend.	{'plan': 'launch_application', 'arguments': {'application_name': 'Messaging'}}	get_contact_info-1014-launch_application-1_NR	['dial', 'ACTION_VIEW_SENT_MESSAGES', 'launch_application', 'web_search', 'ACTION_VIEW_CALL_LOG']
"[""turn 1: I'm in the mood for some tunes on Pandora; launch it please. -> Pandora is up—enjoy the music!""]"	Can you open the Contacts application for me?	Can you open the Contacts application for me?	{'plan': 'launch_application', 'arguments': {'application_name': 'Contacts'}}	play_music-1357-launch_application-1_NR	['launch_application', 'ACTION_PICK', 'ACTION_SET_TIMER', 'INTENT_ACTION_VIDEO_CAMERA', 'play_music']
"['turn 1: Create a calendar file meeting.ics. -> Creating a new calendar file ""meeting.ics"". Please select where you’d like to save it.']"	Launch the video mode of my camera so I can record a quick tutorial.	Launch the video mode of my camera so I can record a quick tutorial.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_CREATE_DOCUMENT-51-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_OPEN_CONTENT', 'ACTION_SHOW_TIMERS', 'search_location', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SHOW_ALARMS']
"['turn 1: I need to revise the document located at content://documents/doc/300—please insert the title ""Project Plan"" at the top. -> Sure, editing content://documents/doc/300 and adding the title “Project Plan” at the top.']"	I am about to record an event. Open my phone's video recording application.	I am about to record an event. Open my phone's video recording application.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_EDIT_DOCUMENT-1516-INTENT_ACTION_VIDEO_CAMERA-1_NR	['web_search', 'ACTION_VIEW_PLAYLIST', 'ACTION_IMAGE_CAPTURE', 'play_video', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: I need to check event 121. -> Your gym session is booked for July 9 at 6:00\xa0PM over at FitZone.']	I need to record my performance; please open the video camera.	I need to record my performance; please open the video camera.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_EVENT-1829-INTENT_ACTION_VIDEO_CAMERA-1_NR	['dial', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_ALARMS', 'ACTION_OPEN_DOCUMENT']
"['turn 1: Retrieve details of my latest sent text messages. -> Sent messages: Sam – ""Pick up milk and bread""; Office – ""Lunch postponed till 1\xa0PM""; Emma – ""Congrats on the new role!""']"	I want to record a short film; start my camera in video mode.	I want to record a short film; start my camera in video mode.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_SENT_MESSAGES-2051-INTENT_ACTION_VIDEO_CAMERA-1_NR	['web_search', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_SET_RINGTONE', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: I want to change my alarm ringtone—open the picker now. -> On it! Showing you the alarm ringtone picker.']	I want to record my surroundings. Open the video recording application, please.	I want to record my surroundings. Open the video recording application, please.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_GET_RINGTONE-308-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_CALL_LOG', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'search_location']
"[""turn 1: Show me a JavaScript Fetch API usage example. -> Initiating search: 'JavaScript Fetch API usage example'... Sample snippet: fetch('https://api.example.com').then(res ⇒ res.json()).then(data ⇒ console.log(data));""]"	Switch my phone over to video recording mode. I want to shoot a quick interview.	Switch my phone over to video recording mode. I want to shoot a quick interview.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	web_search-1333-INTENT_ACTION_VIDEO_CAMERA-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_RINGTONE', 'play_video', 'ACTION_EDIT_VIDEO', 'get_contact_info']
['turn 1: Open Microsoft Excel for some spreadsheet work. -> Microsoft Excel launched successfully. You can start editing your sheets.']	Please enable the video camera on my phone for a recording session.	Please enable the video camera on my phone for a recording session.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	launch_application-1508-INTENT_ACTION_VIDEO_CAMERA-1_NR	['send_email', 'ACTION_NAVIGATE_TO_LOCATION', 'dial', 'ACTION_VIEW_PLAYLIST', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: Please present my sent mail records. -> Sent mail records: to steve@example.com - 'New Hire Onboarding'; to tina@example.com - 'Marketing Plan'; to uma@example.com - 'Event Schedule'.""]"	Initiate the video camera function so that I can start recording.	Initiate the video camera function so that I can start recording.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_SENT_EMAILS-1971-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_PICK', 'get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_SENT_MESSAGES']
"[""turn 1: Bring up the list of pages I've been to. -> I’ve got your recent pages: Spotify Web Player; LinkedIn (feed); Hacker News; Gmail (inbox)""]"	Hey, please activate the video recording mode on my device.	Hey, please activate the video recording mode on my device.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_WEB_HISTORY-2065-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_RECENT_APPS', 'ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_EVENT', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: Could you load the 'Wedding Reception' playlist? -> Playlist 'Wedding Reception': At Last; Marry You; I Gotta Feeling.""]"	Prepare the camera for video recording, I need to shoot a video presentation.	Prepare the camera for video recording, I need to shoot a video presentation.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_PLAYLIST-2139-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_WEB_HISTORY', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_VIDEO', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_SENT_EMAILS']
"[""turn 1: I'd like a route to 555 Washington Ave, Miami Beach, FL. -> All set! navigation is started in a maps application: 555 Washington Ave, Miami Beach, FL""]"	For a quick recording, please turn on the video camera on my device.	For a quick recording, please turn on the video camera on my device.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_NAVIGATE_TO_LOCATION-1783-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_EDIT_ALARM', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_CONTACT', 'ACTION_SHOW_ALARMS']
"[""turn 1: What's the legal drinking age in Germany? -> Searching 'legal drinking age in Germany'... Quick insight: 16 for beer and wine, 18 for spirits and hard liquors.""]"	Please open the video recording app on my device.	Please open the video recording app on my device.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	web_search-1331-INTENT_ACTION_VIDEO_CAMERA-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION', 'web_search', 'ACTION_INSERT_CONTACT', 'ACTION_EDIT_CONTACT']
['turn 1: Pull up content://contacts/people/1006. -> Contact 1006 loaded: Michael Lee\n📞 555-0106\n✉️ michael.lee@example.com']	I need to record an event; open my device's video camera function.	I need to record an event; open my device's video camera function.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_VIEW_CONTACT-763-INTENT_ACTION_VIDEO_CAMERA-1_NR	['web_search', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SET_TIMER', 'ACTION_OPEN_DOCUMENT', 'ACTION_PICK']
['turn 1: Hey, remind me in 5 minutes to stretch. -> Got it! Stretch reminder: 5-minute timer started.']	I require my video camera to be launched, please open the video recording mode.	I require my video camera to be launched, please open the video recording mode.	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_SET_TIMER-602-INTENT_ACTION_VIDEO_CAMERA-1_NR	['ACTION_VIEW_CALL_LOG', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_RECENT_APPS', 'ACTION_GET_CONTENT']
"[""turn 1: Revise content://contacts/people/maria_g's contact: her name should become Maria Gonzalez, and phone 654-3210. -> Editing Maria Gonzalez (content://contacts/people/maria_g): setting name to Maria Gonzalez and phone to 654-3210. Opening editor now.""]"	Could you launch the system's video recording app for me?	Could you launch the system's video recording app for me?	{'plan': 'INTENT_ACTION_VIDEO_CAMERA', 'arguments': {}}	ACTION_EDIT_CONTACT-94-INTENT_ACTION_VIDEO_CAMERA-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION', 'send_message', 'play_video', 'ACTION_EDIT_CONTACT']
['turn 1: Locate the Sagrada Familia church in Barcelona for me. -> Dropping a pin at Sagrada Família, Carrer de Mallorca, 401, 08013 Barcelona, Spain. Check it out!']	Please call up a contact's email address from my records.	Please call up a contact's email address from my records.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	search_location-1168-ACTION_PICK-1_NR	['ACTION_PICK', 'ACTION_GET_CONTENT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_EDIT_ALARM', 'ACTION_VIDEO_CAPTURE']
['turn 1: Gather all Office documents (.doc, .docx, .xls, .xlsx, .ppt) in one go. -> Alright, you can select multiple Office documents—Word (.doc/.docx), Excel (.xls/.xlsx), and PowerPoint (.ppt). Please choose the files.']	Access one of my stored addresses from the contacts database.	Access one of my stored addresses from the contacts database.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	ACTION_OPEN_DOCUMENT-154-ACTION_PICK-1_NR	['play_video', 'ACTION_PICK', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_INSERT_CONTACT', 'ACTION_SHOW_TIMERS']
['turn 1: Please video record our meeting. -> Starting video recording for your meeting now.']	Can you help me pick a contact from my saved directory?	Can you help me pick a contact from my saved directory?	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIDEO_CAPTURE-750-ACTION_PICK-1_NR	['ACTION_SHOW_TIMERS', 'search_location', 'ACTION_PICK', 'get_contact_info', 'ACTION_VIEW_RECENT_APPS']
"[""turn 1: I'd like to see the event at content://calendar/event/848. -> Event 848: Dentist appointment on July 10 at 3:30\xa0PM at Smile Dental Clinic.""]"	Can you please select a person from my contact database?	Can you please select a person from my contact database?	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIEW_EVENT-1826-ACTION_PICK-1_NR	['ACTION_VIEW_PLAYLIST', 'ACTION_PICK', 'ACTION_GET_RINGTONE', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_SENT_MESSAGES']
"[""turn 1: Call grandma's cell at 555.123.4567. -> Calling grandma’s cell at 555.123.4567...""]"	Pull an email from my stored contacts.	Pull an email from my stored contacts.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	dial-938-ACTION_PICK-1_NR	['get_contact_info', 'ACTION_PICK', 'search_location', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_PLAYLIST']
"[""turn 1: Open up 'Big Band Swing'. -> Opening 'Big Band Swing': In the Mood; Sing, Sing, Sing; Take the A Train.""]"	I want to retrieve a full contact record from my directory.	I want to retrieve a full contact record from my directory.	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_VIEW_PLAYLIST-2137-ACTION_PICK-1_NR	['ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'ACTION_PICK', 'ACTION_EDIT_VIDEO']
['turn 1: Can you spin up a PDF named AnnualReport2023.pdf for me? -> Your PDF AnnualReport2023.pdf is now available at content://documents/AnnualReport2023.pdf.']	Open my contact list and return an email address.	Open my contact list and return an email address.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_CREATE_DOCUMENT-18-ACTION_PICK-1_NR	['ACTION_SHOW_TIMERS', 'ACTION_GET_CONTENT', 'get_contact_info', 'ACTION_PICK', 'search_location']
['turn 1: Open the Weather application to check the forecast. -> Weather app opened successfully—here’s your forecast.']	Could you pull up an email address from my directory?	Could you pull up an email address from my directory?	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	launch_application-1495-ACTION_PICK-1_NR	['ACTION_VIEW_WEB_HISTORY', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_ALARMS', 'ACTION_PICK', 'ACTION_SET_RINGTONE']
['turn 1: School days only alarm at 7:20 AM. -> Done! Alarm (ID: alarm_no4) scheduled for 7:20 AM every weekday: School start.']	I'm looking for someone's email contact details.	I'm looking for someone's email contact details.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_SET_ALARM-557-ACTION_PICK-1_NR	['ACTION_PICK', 'ACTION_VIEW_CONTACT', 'dial', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_VIDEO']
"[""turn 1: Get the list of alarms I've defined. -> Here’s the list of alarms you’ve defined: [alarm_id: 1 - 5:45 AM, Dawn Meditation; alarm_id: 2 - 6:30 AM, Breakfast Time; alarm_id: 3 - 7:00 AM, Standup Call]""]"	I need a phone number from my contacts; please provide one.	I need a phone number from my contacts; please provide one.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	ACTION_SHOW_ALARMS-699-ACTION_PICK-1_NR	['ACTION_VIEW_SENT_MESSAGES', 'search_location', 'ACTION_SET_TIMER', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_PICK']
['turn 1: Please take a photo and let the system decide where to save it. -> Got it. Photo taken and stored at content://media/internal/photos/IMG_20230615_100200.jpg.']	Select a personal contact entry from my list.	Select a personal contact entry from my list.	{'plan': 'ACTION_PICK', 'arguments': {}}	ACTION_IMAGE_CAPTURE-370-ACTION_PICK-1_NR	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_EDIT_CONTACT', 'ACTION_EDIT_ALARM', 'ACTION_IMAGE_CAPTURE', 'ACTION_PICK']
['turn 1: What are the alarms set up on my phone? -> Your phone currently has these alarms: [alarm_id: 1 - 6:10 AM, Jogging; alarm_id: 2 - 6:40 AM, Shower; alarm_id: 3 - 7:15 AM, Coffee; alarm_id: 4 - 8:30 AM, Department Meeting]']	I'm looking for someone’s mailing address in my contact list.	I'm looking for someone’s mailing address in my contact list.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	ACTION_SHOW_ALARMS-698-ACTION_PICK-1_NR	['dial', 'ACTION_SET_TIMER', 'ACTION_PICK', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_EVENT']
['turn 1: Trim content://ads/sale.mp4 so it starts from 500ms and goes to 25000ms. -> Sale ad loaded: trimming from 0.5\xa0s to 25\xa0s as requested.']	Recommend a phone record from my phone book.	Recommend a phone record from my phone book.	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'phone'}}	ACTION_EDIT_VIDEO-1721-ACTION_PICK-1_NR	['ACTION_PICK', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SHOW_TIMERS', 'play_music', 'ACTION_EDIT_CONTACT']
['turn 1: Could you lookup Central Park coordinates? -> Central Park coordinates are 40.785091°\xa0N, 73.968285°\xa0W. Marked on your map.']	Could you extract the address detail of a contact for me?	Could you extract the address detail of a contact for me?	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'address'}}	search_location-1167-ACTION_PICK-1_NR	['ACTION_SHOW_ALARMS', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_CONTACT', 'ACTION_PICK', 'ACTION_OPEN_CONTENT']
['turn 1: Open for video shooting. -> Camera is opening for video shooting. You can start recording at any time.']	Could you please get an email address record from my contacts?	Could you please get an email address record from my contacts?	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'email'}}	ACTION_VIDEO_CAPTURE-749-ACTION_PICK-1_NR	['ACTION_VIEW_WEB_HISTORY', 'ACTION_SET_ALARM', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_SHOW_ALARMS', 'ACTION_PICK']
"[""turn 1: View songs in 'Piano Moods'. -> Playlist 'Piano Moods' loaded. Tracks: Clair de Lune; Nocturne Op.9 No.2; Moonlight Sonata.""]"	Retrieve the electronic mail info from contact://email/seth@domain.com.	Retrieve the electronic mail info from contact://email/seth@domain.com.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://email/seth@domain.com'}}	ACTION_VIEW_PLAYLIST-2136-get_contact_info_from_uri-1_NR	['ACTION_OPEN_CONTENT', 'web_search', 'get_contact_info_from_uri', 'ACTION_EDIT_ALARM', 'ACTION_NAVIGATE_TO_LOCATION']
['turn 1: I want to see where the Burj Khalifa is in Dubai. -> Got it! The Burj Khalifa is at 1 Sheikh Mohammed bin Rashid Blvd, Dubai, UAE. Showing it now.']	Could you look up the contact number using this URI: contact://phone/9876543210?	Could you look up the contact number using this URI: contact://phone/9876543210?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/9876543210'}}	search_location-1164-get_contact_info_from_uri-1_NR	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info_from_uri', 'play_music', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Reduce content://music/video.mp4 to its first 2 minutes. -> Music video content://music/video.mp4 is set to be trimmed down to the first 2 minutes.']	Fetch the email address stored at contact://mail/jane.smith@workmail.com.	Fetch the email address stored at contact://mail/jane.smith@workmail.com.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://mail/jane.smith@workmail.com'}}	ACTION_EDIT_VIDEO-1719-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_GET_CONTENT', 'ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: Get a single video clip regardless of its format. -> Alright, browsing video files—please choose one clip to continue.']	Fetch the WhatsApp contact info at contact://whatsapp/9876543210.	Fetch the WhatsApp contact info at contact://whatsapp/9876543210.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://whatsapp/9876543210'}}	ACTION_GET_CONTENT-197-get_contact_info_from_uri-1_NR	['ACTION_VIEW_SENT_EMAILS', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_RINGTONE', 'get_contact_info_from_uri']
['turn 1: I need a contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for content://com.app.addressbook/contacts/404: John Smith – Phone: 555-987-6543, Email: john.smith@domain.com, Address: 456 Oak Avenue, Metropolis, NY 10001.']	Retrieve additional info from contact://info/emergency.	Retrieve additional info from contact://info/emergency.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://info/emergency'}}	get_contact_info-1011-get_contact_info_from_uri-1_NR	['ACTION_EDIT_ALARM', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_CONTACT', 'get_contact_info_from_uri']
['turn 1: Open the file content://documents/doc/77 for me. -> On it—opening your file at content://documents/doc/77 now.']	Can you extract email contact details found at contact://email/john.doe@example.com?	Can you extract email contact details found at contact://email/john.doe@example.com?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://email/john.doe@example.com'}}	ACTION_EDIT_DOCUMENT-1515-get_contact_info_from_uri-1_NR	['search_location', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_ALARM']
['turn 1: Cut content://travel/vlog2.mp4 at the beginning 10 seconds. -> Loaded travel/vlog2.mp4, trimming off the first 10 seconds—your clip will now start at 00:00:10.']	Obtain the fax contact via contact://fax/007.	Obtain the fax contact via contact://fax/007.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://fax/007'}}	ACTION_EDIT_VIDEO-1718-get_contact_info_from_uri-1_NR	['send_email', 'ACTION_IMAGE_CAPTURE', 'dial', 'ACTION_GET_RINGTONE', 'get_contact_info_from_uri']
['turn 1: Give me a rundown of my alarms. -> Alarm rundown: [alarm_id: 1 - 6:50 AM, Stretch; alarm_id: 2 - 7:20 AM, Emails; alarm_id: 3 - 8:00 AM, Presentation Prep; alarm_id: 4 - 9:30 AM, Grocery Reminder; alarm_id: 5 - 10:00 PM, Wind Down]']	Kindly get the contact specification via contact://contact/info/jkl.	Kindly get the contact specification via contact://contact/info/jkl.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://contact/info/jkl'}}	ACTION_SHOW_ALARMS-697-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT', 'ACTION_INSERT_EVENT', 'ACTION_VIDEO_CAPTURE', 'web_search']
['turn 1: Open contact at content://contacts/people/1001. -> Sure thing! Loading contact content://contacts/people/1001...\nName: Alex Johnson\nPhone: 555-0101\nEmail: alex.johnson@example.com']	Can you get the personal phone number from contact://personal/phone/+1234567890?	Can you get the personal phone number from contact://personal/phone/+1234567890?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://personal/phone/+1234567890'}}	ACTION_VIEW_CONTACT-759-get_contact_info_from_uri-1_NR	['send_email', 'ACTION_EDIT_VIDEO', 'ACTION_EDIT_ALARM', 'get_contact_info_from_uri', 'ACTION_OPEN_DOCUMENT']
['turn 1: Access the details at content://calendar/event/2020. -> Event 2020 is a team lunch on October 5 at 12:30 PM at The Bistro.']	Could I have the phone number stored at contact://tel/0011223344?	Could I have the phone number stored at contact://tel/0011223344?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://tel/0011223344'}}	ACTION_VIEW_EVENT-1836-get_contact_info_from_uri-1_NR	['ACTION_PICK', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_RECENT_APPS', 'get_contact_info_from_uri', 'ACTION_VIEW_PLAYLIST']
"[""turn 1: Start a countdown for 2 hours 15 minutes 30 seconds and don't show any confirmation. -> Done! Timer set for 2 hours 15 minutes and 30 seconds.""]"	Can you show the phone details referenced at contact://phone/home/555?	Can you show the phone details referenced at contact://phone/home/555?	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/home/555'}}	ACTION_SET_TIMER-601-get_contact_info_from_uri-1_NR	['ACTION_CREATE_DOCUMENT', 'get_contact_info', 'launch_application', 'get_contact_info_from_uri', 'send_message']
['turn 1: Please pick a contact’s email for me to invite them. -> Opening email picker—select an address to send your invite.']	Retrieve the contact details using URI contact://contact/phone/+1987654321.	Retrieve the contact details using URI contact://contact/phone/+1987654321.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://contact/phone/+1987654321'}}	ACTION_PICK-535-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_ALARM', 'ACTION_VIEW_PLAYLIST', 'search_location']
['turn 1: Open the device camera for capturing a still image. -> Default camera launched for still image capture.']	Kindly pull the communication details from URI contact://comm/email/ceo@company.com.	Kindly pull the communication details from URI contact://comm/email/ceo@company.com.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://comm/email/ceo@company.com'}}	INTENT_ACTION_STILL_IMAGE_CAMERA-857-get_contact_info_from_uri-1_NR	['play_video', 'get_contact_info_from_uri', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_CALL_LOG', 'launch_application']
['turn 1: Search for the nearest ATM from my location. -> Here’s the nearest ATM: Bank of America ATM at 123 Main St, just 0.3 miles away.']	Retrieve the fax number from the URI contact://fax/001.	Retrieve the fax number from the URI contact://fax/001.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://fax/001'}}	search_location-1165-get_contact_info_from_uri-1_NR	['web_search', 'get_contact_info_from_uri', 'ACTION_EDIT_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'search_location']
['turn 1: Show the meeting information for event 737. -> Here’s the info for event 737: Project Kickoff with the Marketing Team — July 8 at 10:00\xa0AM in Meeting Room 3.']	I need to review the phone data from contact://phone/cell/999888.	I need to review the phone data from contact://phone/cell/999888.	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://phone/cell/999888'}}	ACTION_VIEW_EVENT-1825-get_contact_info_from_uri-1_NR	['get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'ACTION_SET_TIMER', 'ACTION_IMAGE_CAPTURE', 'ACTION_OPEN_DOCUMENT']
['turn 1: Open the calendar record 77, please. -> Client Presentation on April 28, 2024 at 3:15 PM in Conference Room 2.']	Navigate to the display configuration page for screen adjustments.	Navigate to the display configuration page for screen adjustments.	{'plan': 'open_settings', 'arguments': {'setting_type': 'display'}}	ACTION_VIEW_EVENT-1803-open_settings-1_NR	['ACTION_GET_RINGTONE', 'play_music', 'ACTION_VIEW_CALL_LOG', 'open_settings', 'ACTION_PICK']
